sep=;
Anlagennummer;Zaehlpunkt;Tarif;Statistikzeitraum Beginn;Statistikzeitraum Ende;Wert;Einheit;Messwert: VAL...gemessen, EST...rechnerisch ermittelt
12345678;AT0080123456789012345678901234567;;15.07.2023 18:15;15.07.2023 18:30;0,027;KWH;VAL
12345678;AT0080123456789012345678901234567;;15.07.2023 18:30;15.07.2023 18:45;0,015;KWH;VAL
12345678;AT0080123456789012345678901234567;;15.07.2023 18:45;15.07.2023 19:00;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;15.07.2023 19:00;15.07.2023 19:15;0,019;KWH;VAL
12345678;AT0080123456789012345678901234567;;15.07.2023 19:15;15.07.2023 19:30;0,023;KWH;VAL
12345678;AT0080123456789012345678901234567;;15.07.2023 19:30;15.07.2023 19:45;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;15.07.2023 19:45;15.07.2023 20:00;0,012;KWH;VAL
12345678;AT0080123456789012345678901234567;;15.07.2023 20:00;15.07.2023 20:15;0,03;KWH;VAL
12345678;AT0080123456789012345678901234567;;15.07.2023 20:15;15.07.2023 20:30;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;15.07.2023 20:30;15.07.2023 20:45;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;15.07.2023 20:45;15.07.2023 21:00;0,027;KWH;VAL
12345678;AT0080123456789012345678901234567;;15.07.2023 21:00;15.07.2023 21:15;0,015;KWH;VAL
12345678;AT0080123456789012345678901234567;;15.07.2023 21:15;15.07.2023 21:30;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;15.07.2023 21:30;15.07.2023 21:45;0,019;KWH;VAL
12345678;AT0080123456789012345678901234567;;15.07.2023 21:45;15.07.2023 22:00;0,024;KWH;VAL
12345678;AT0080123456789012345678901234567;;15.07.2023 22:00;15.07.2023 22:15;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;15.07.2023 22:15;15.07.2023 22:30;0,011;KWH;VAL
12345678;AT0080123456789012345678901234567;;15.07.2023 22:30;15.07.2023 22:45;0,031;KWH;VAL
12345678;AT0080123456789012345678901234567;;15.07.2023 22:45;15.07.2023 23:00;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;15.07.2023 23:00;15.07.2023 23:15;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;15.07.2023 23:15;15.07.2023 23:30;0,026;KWH;VAL
12345678;AT0080123456789012345678901234567;;15.07.2023 23:30;15.07.2023 23:45;0,016;KWH;VAL
12345678;AT0080123456789012345678901234567;;15.07.2023 23:45;16.07.2023 00:00;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 00:00;16.07.2023 00:15;0,019;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 00:15;16.07.2023 00:30;0,022;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 00:30;16.07.2023 00:45;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 00:45;16.07.2023 01:00;0,012;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 01:00;16.07.2023 01:15;0,031;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 01:15;16.07.2023 01:30;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 01:30;16.07.2023 01:45;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 01:45;16.07.2023 02:00;0,026;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 02:00;16.07.2023 02:15;0,017;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 02:15;16.07.2023 02:30;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 02:30;16.07.2023 02:45;0,02;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 02:45;16.07.2023 03:00;0,024;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 03:00;16.07.2023 03:15;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 03:15;16.07.2023 03:30;0,012;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 03:30;16.07.2023 03:45;0,031;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 03:45;16.07.2023 04:00;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 04:00;16.07.2023 04:15;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 04:15;16.07.2023 04:30;0,025;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 04:30;16.07.2023 04:45;0,016;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 04:45;16.07.2023 05:00;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 05:00;16.07.2023 05:15;0,019;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 05:15;16.07.2023 05:30;0,024;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 05:30;16.07.2023 05:45;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 05:45;16.07.2023 06:00;0,011;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 06:00;16.07.2023 06:15;0,031;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 06:15;16.07.2023 06:30;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 06:30;16.07.2023 06:45;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 06:45;16.07.2023 07:00;0,025;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 07:00;16.07.2023 07:15;0,017;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 07:15;16.07.2023 07:30;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 07:30;16.07.2023 07:45;0,019;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 07:45;16.07.2023 08:00;0,024;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 08:00;16.07.2023 08:15;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 08:15;16.07.2023 08:30;0,011;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 08:30;16.07.2023 08:45;0,031;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 08:45;16.07.2023 09:00;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 09:00;16.07.2023 09:15;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 09:15;16.07.2023 09:30;0,025;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 09:30;16.07.2023 09:45;0,016;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 09:45;16.07.2023 10:00;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 10:00;16.07.2023 10:15;0,018;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 10:15;16.07.2023 10:30;0,024;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 10:30;16.07.2023 10:45;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 10:45;16.07.2023 11:00;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 11:00;16.07.2023 11:15;0,031;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 11:15;16.07.2023 11:30;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 11:30;16.07.2023 11:45;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 11:45;16.07.2023 12:00;0,025;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 12:00;16.07.2023 12:15;0,017;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 12:15;16.07.2023 12:30;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 12:30;16.07.2023 12:45;0,018;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 12:45;16.07.2023 13:00;0,024;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 13:00;16.07.2023 13:15;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 13:15;16.07.2023 13:30;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 13:30;16.07.2023 13:45;0,031;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 13:45;16.07.2023 14:00;0,011;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 14:00;16.07.2023 14:15;0,011;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 14:15;16.07.2023 14:30;0,026;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 14:30;16.07.2023 14:45;0,018;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 14:45;16.07.2023 15:00;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 15:00;16.07.2023 15:15;0,016;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 15:15;16.07.2023 15:30;0,025;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 15:30;16.07.2023 15:45;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 15:45;16.07.2023 16:00;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 16:00;16.07.2023 16:15;0,032;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 16:15;16.07.2023 16:30;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 16:30;16.07.2023 16:45;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 16:45;16.07.2023 17:00;0,024;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 17:00;16.07.2023 17:15;0,019;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 17:15;16.07.2023 17:30;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 17:30;16.07.2023 17:45;0,017;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 17:45;16.07.2023 18:00;0,026;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 18:00;16.07.2023 18:15;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 18:15;16.07.2023 18:30;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 18:30;16.07.2023 18:45;0,031;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 18:45;16.07.2023 19:00;0,012;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 19:00;16.07.2023 19:15;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 19:15;16.07.2023 19:30;0,023;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 19:30;16.07.2023 19:45;0,02;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 19:45;16.07.2023 20:00;0,011;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 20:00;16.07.2023 20:15;0,026;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 20:15;16.07.2023 20:30;0,043;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 20:30;16.07.2023 20:45;0,027;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 20:45;16.07.2023 21:00;0,024;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 21:00;16.07.2023 21:15;0,045;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 21:15;16.07.2023 21:30;0,043;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 21:30;16.07.2023 21:45;0,048;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 21:45;16.07.2023 22:00;0,039;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 22:00;16.07.2023 22:15;0,044;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 22:15;16.07.2023 22:30;0,031;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 22:30;16.07.2023 22:45;0,034;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 22:45;16.07.2023 23:00;0,046;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 23:00;16.07.2023 23:15;0,04;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 23:15;16.07.2023 23:30;0,025;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 23:30;16.07.2023 23:45;0,049;KWH;VAL
12345678;AT0080123456789012345678901234567;;16.07.2023 23:45;17.07.2023 00:00;0,042;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 00:00;17.07.2023 00:15;0,025;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 00:15;17.07.2023 00:30;0,032;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 00:30;17.07.2023 00:45;0,045;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 00:45;17.07.2023 01:00;0,02;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 01:00;17.07.2023 01:15;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 01:15;17.07.2023 01:30;0,03;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 01:30;17.07.2023 01:45;0,021;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 01:45;17.07.2023 02:00;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 02:00;17.07.2023 02:15;0,02;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 02:15;17.07.2023 02:30;0,03;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 02:30;17.07.2023 02:45;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 02:45;17.07.2023 03:00;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 03:00;17.07.2023 03:15;0,012;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 03:15;17.07.2023 03:30;0,031;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 03:30;17.07.2023 03:45;0,016;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 03:45;17.07.2023 04:00;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 04:00;17.07.2023 04:15;0,027;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 04:15;17.07.2023 04:30;0,025;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 04:30;17.07.2023 04:45;0,011;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 04:45;17.07.2023 05:00;0,021;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 05:00;17.07.2023 05:15;0,031;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 05:15;17.07.2023 05:30;0,011;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 05:30;17.07.2023 05:45;0,011;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 05:45;17.07.2023 06:00;0,031;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 06:00;17.07.2023 06:15;0,016;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 06:15;17.07.2023 06:30;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 06:30;17.07.2023 06:45;0,029;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 06:45;17.07.2023 07:00;0,026;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 07:00;17.07.2023 07:15;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 07:15;17.07.2023 07:30;0,018;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 07:30;17.07.2023 07:45;0,044;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 07:45;17.07.2023 08:00;0,03;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 08:00;17.07.2023 08:15;0,011;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 08:15;17.07.2023 08:30;0,152;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 08:30;17.07.2023 08:45;0,448;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 08:45;17.07.2023 09:00;0,024;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 09:00;17.07.2023 09:15;0,042;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 09:15;17.07.2023 09:30;0,059;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 09:30;17.07.2023 09:45;0,032;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 09:45;17.07.2023 10:00;0,042;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 10:00;17.07.2023 10:15;0,07;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 10:15;17.07.2023 10:30;0,057;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 10:30;17.07.2023 10:45;0,044;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 10:45;17.07.2023 11:00;0,06;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 11:00;17.07.2023 11:15;0,059;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 11:15;17.07.2023 11:30;0,041;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 11:30;17.07.2023 11:45;0,048;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 11:45;17.07.2023 12:00;0,073;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 12:00;17.07.2023 12:15;0,053;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 12:15;17.07.2023 12:30;0,055;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 12:30;17.07.2023 12:45;0,095;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 12:45;17.07.2023 13:00;0,032;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 13:00;17.07.2023 13:15;0,032;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 13:15;17.07.2023 13:30;0,042;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 13:30;17.07.2023 13:45;0,046;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 13:45;17.07.2023 14:00;0,028;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 14:00;17.07.2023 14:15;0,031;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 14:15;17.07.2023 14:30;0,046;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 14:30;17.07.2023 14:45;0,017;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 14:45;17.07.2023 15:00;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 15:00;17.07.2023 15:15;0,029;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 15:15;17.07.2023 15:30;0,017;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 15:30;17.07.2023 15:45;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 15:45;17.07.2023 16:00;0,023;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 16:00;17.07.2023 16:15;0,129;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 16:15;17.07.2023 16:30;0,036;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 16:30;17.07.2023 16:45;0,033;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 16:45;17.07.2023 17:00;0,042;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 17:00;17.07.2023 17:15;0,036;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 17:15;17.07.2023 17:30;0,024;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 17:30;17.07.2023 17:45;0,055;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 17:45;17.07.2023 18:00;0,042;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 18:00;17.07.2023 18:15;0,018;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 18:15;17.07.2023 18:30;0,025;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 18:30;17.07.2023 18:45;0,365;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 18:45;17.07.2023 19:00;0,414;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 19:00;17.07.2023 19:15;0,322;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 19:15;17.07.2023 19:30;0,056;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 19:30;17.07.2023 19:45;0,038;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 19:45;17.07.2023 20:00;0,029;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 20:00;17.07.2023 20:15;0,076;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 20:15;17.07.2023 20:30;0,076;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 20:30;17.07.2023 20:45;0,024;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 20:45;17.07.2023 21:00;0,023;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 21:00;17.07.2023 21:15;0,035;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 21:15;17.07.2023 21:30;0,027;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 21:30;17.07.2023 21:45;0,028;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 21:45;17.07.2023 22:00;0,046;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 22:00;17.07.2023 22:15;0,033;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 22:15;17.07.2023 22:30;0,027;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 22:30;17.07.2023 22:45;0,046;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 22:45;17.07.2023 23:00;0,037;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 23:00;17.07.2023 23:15;0,022;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 23:15;17.07.2023 23:30;0,031;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 23:30;17.07.2023 23:45;0,029;KWH;VAL
12345678;AT0080123456789012345678901234567;;17.07.2023 23:45;18.07.2023 00:00;0,011;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 00:00;18.07.2023 00:15;0,015;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 00:15;18.07.2023 00:30;0,033;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 00:30;18.07.2023 00:45;0,013;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 00:45;18.07.2023 01:00;0,011;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 01:00;18.07.2023 01:15;0,029;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 01:15;18.07.2023 01:30;0,02;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 01:30;18.07.2023 01:45;0,011;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 01:45;18.07.2023 02:00;0,022;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 02:00;18.07.2023 02:15;0,026;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 02:15;18.07.2023 02:30;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 02:30;18.07.2023 02:45;0,013;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 02:45;18.07.2023 03:00;0,032;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 03:00;18.07.2023 03:15;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 03:15;18.07.2023 03:30;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 03:30;18.07.2023 03:45;0,027;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 03:45;18.07.2023 04:00;0,017;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 04:00;18.07.2023 04:15;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 04:15;18.07.2023 04:30;0,02;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 04:30;18.07.2023 04:45;0,024;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 04:45;18.07.2023 05:00;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 05:00;18.07.2023 05:15;0,013;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 05:15;18.07.2023 05:30;0,031;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 05:30;18.07.2023 05:45;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 05:45;18.07.2023 06:00;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 06:00;18.07.2023 06:15;0,026;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 06:15;18.07.2023 06:30;0,079;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 06:30;18.07.2023 06:45;0,1;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 06:45;18.07.2023 07:00;0,03;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 07:00;18.07.2023 07:15;0,033;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 07:15;18.07.2023 07:30;0,018;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 07:30;18.07.2023 07:45;0,034;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 07:45;18.07.2023 08:00;0,041;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 08:00;18.07.2023 08:15;0,02;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 08:15;18.07.2023 08:30;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 08:30;18.07.2023 08:45;0,026;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 08:45;18.07.2023 09:00;0,021;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 09:00;18.07.2023 09:15;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 09:15;18.07.2023 09:30;0,017;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 09:30;18.07.2023 09:45;0,026;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 09:45;18.07.2023 10:00;0,01;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 10:00;18.07.2023 10:15;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 10:15;18.07.2023 10:30;0,031;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 10:30;18.07.2023 10:45;0,011;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 10:45;18.07.2023 11:00;0,009;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 11:00;18.07.2023 11:15;0,024;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 11:15;18.07.2023 11:30;0,019;KWH;VAL
12345678;AT0080123456789012345678901234567;;18.07.2023 11:30;18.07.2023 11:45;0,009;KWH;VAL
