Startdatum;Enddatum;Zählpunktbezeichnung;Name der Energiegemeinschaft;ID der Energiegemeinschaft;OBIS;OBIS Kurzbeschreibung;Wert;Einheit;Qualität;Qualität Beschreibung
14.09.2025 06:15;14.09.2025 06:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
14.09.2025 06:30;14.09.2025 06:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,16;kWh;L1;Echtwert gemessen
14.09.2025 06:45;14.09.2025 07:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,153;kWh;L1;Echtwert gemessen
14.09.2025 07:00;14.09.2025 07:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
14.09.2025 07:15;14.09.2025 07:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,161;kWh;L1;Echtwert gemessen
14.09.2025 07:30;14.09.2025 07:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,152;kWh;L1;Echtwert gemessen
14.09.2025 07:45;14.09.2025 08:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
14.09.2025 08:00;14.09.2025 08:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,232;kWh;L1;Echtwert gemessen
14.09.2025 08:15;14.09.2025 08:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,404;kWh;L1;Echtwert gemessen
14.09.2025 08:30;14.09.2025 08:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,158;kWh;L1;Echtwert gemessen
14.09.2025 08:45;14.09.2025 09:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
14.09.2025 09:00;14.09.2025 09:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
14.09.2025 09:15;14.09.2025 09:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,161;kWh;L1;Echtwert gemessen
14.09.2025 09:30;14.09.2025 09:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,152;kWh;L1;Echtwert gemessen
14.09.2025 09:45;14.09.2025 10:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
14.09.2025 10:00;14.09.2025 10:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,161;kWh;L1;Echtwert gemessen
14.09.2025 10:15;14.09.2025 10:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
14.09.2025 10:30;14.09.2025 10:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
14.09.2025 10:45;14.09.2025 11:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,158;kWh;L1;Echtwert gemessen
14.09.2025 11:00;14.09.2025 11:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,152;kWh;L1;Echtwert gemessen
14.09.2025 11:15;14.09.2025 11:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,153;kWh;L1;Echtwert gemessen
14.09.2025 11:30;14.09.2025 11:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,149;kWh;L1;Echtwert gemessen
14.09.2025 11:45;14.09.2025 12:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,148;kWh;L1;Echtwert gemessen
14.09.2025 12:00;14.09.2025 12:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,263;kWh;L1;Echtwert gemessen
14.09.2025 12:15;14.09.2025 12:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,382;kWh;L1;Echtwert gemessen
14.09.2025 12:30;14.09.2025 12:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,151;kWh;L1;Echtwert gemessen
14.09.2025 12:45;14.09.2025 13:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,151;kWh;L1;Echtwert gemessen
14.09.2025 13:00;14.09.2025 13:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,149;kWh;L1;Echtwert gemessen
14.09.2025 13:15;14.09.2025 13:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
14.09.2025 13:30;14.09.2025 13:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
14.09.2025 13:45;14.09.2025 14:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,148;kWh;L1;Echtwert gemessen
14.09.2025 14:00;14.09.2025 14:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
14.09.2025 14:15;14.09.2025 14:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,15;kWh;L1;Echtwert gemessen
14.09.2025 14:30;14.09.2025 14:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
14.09.2025 14:45;14.09.2025 15:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
14.09.2025 15:00;14.09.2025 15:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,173;kWh;L1;Echtwert gemessen
14.09.2025 15:15;14.09.2025 15:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,181;kWh;L1;Echtwert gemessen
14.09.2025 15:30;14.09.2025 15:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,175;kWh;L1;Echtwert gemessen
14.09.2025 15:45;14.09.2025 16:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,165;kWh;L1;Echtwert gemessen
14.09.2025 16:00;14.09.2025 16:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,159;kWh;L1;Echtwert gemessen
14.09.2025 16:15;14.09.2025 16:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
14.09.2025 16:30;14.09.2025 16:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,308;kWh;L1;Echtwert gemessen
14.09.2025 16:45;14.09.2025 17:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,631;kWh;L1;Echtwert gemessen
14.09.2025 17:00;14.09.2025 17:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,722;kWh;L1;Echtwert gemessen
14.09.2025 17:15;14.09.2025 17:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,546;kWh;L1;Echtwert gemessen
14.09.2025 17:30;14.09.2025 17:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,745;kWh;L1;Echtwert gemessen
14.09.2025 17:45;14.09.2025 18:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,289;kWh;L1;Echtwert gemessen
14.09.2025 18:00;14.09.2025 18:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,349;kWh;L1;Echtwert gemessen
14.09.2025 18:15;14.09.2025 18:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,374;kWh;L1;Echtwert gemessen
14.09.2025 18:30;14.09.2025 18:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,369;kWh;L1;Echtwert gemessen
14.09.2025 18:45;14.09.2025 19:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,73;kWh;L1;Echtwert gemessen
14.09.2025 19:00;14.09.2025 19:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;1,008;kWh;L1;Echtwert gemessen
14.09.2025 19:15;14.09.2025 19:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,887;kWh;L1;Echtwert gemessen
14.09.2025 19:30;14.09.2025 19:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,219;kWh;L1;Echtwert gemessen
14.09.2025 19:45;14.09.2025 20:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,227;kWh;L1;Echtwert gemessen
14.09.2025 20:00;14.09.2025 20:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,58;kWh;L1;Echtwert gemessen
14.09.2025 20:15;14.09.2025 20:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,33;kWh;L1;Echtwert gemessen
14.09.2025 20:30;14.09.2025 20:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,201;kWh;L1;Echtwert gemessen
14.09.2025 20:45;14.09.2025 21:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,181;kWh;L1;Echtwert gemessen
14.09.2025 21:00;14.09.2025 21:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,171;kWh;L1;Echtwert gemessen
14.09.2025 21:15;14.09.2025 21:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,157;kWh;L1;Echtwert gemessen
14.09.2025 21:30;14.09.2025 21:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
14.09.2025 21:45;14.09.2025 22:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,167;kWh;L1;Echtwert gemessen
14.09.2025 22:00;14.09.2025 22:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,168;kWh;L1;Echtwert gemessen
14.09.2025 22:15;14.09.2025 22:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,158;kWh;L1;Echtwert gemessen
14.09.2025 22:30;14.09.2025 22:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
14.09.2025 22:45;14.09.2025 23:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,157;kWh;L1;Echtwert gemessen
14.09.2025 23:00;14.09.2025 23:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
14.09.2025 23:15;14.09.2025 23:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,161;kWh;L1;Echtwert gemessen
14.09.2025 23:30;14.09.2025 23:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,153;kWh;L1;Echtwert gemessen
14.09.2025 23:45;15.09.2025 00:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,157;kWh;L1;Echtwert gemessen
15.09.2025 00:00;15.09.2025 00:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,162;kWh;L1;Echtwert gemessen
15.09.2025 00:15;15.09.2025 00:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,153;kWh;L1;Echtwert gemessen
15.09.2025 00:30;15.09.2025 00:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,258;kWh;L1;Echtwert gemessen
15.09.2025 00:45;15.09.2025 01:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,184;kWh;L1;Echtwert gemessen
15.09.2025 01:00;15.09.2025 01:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,162;kWh;L1;Echtwert gemessen
15.09.2025 01:15;15.09.2025 01:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
15.09.2025 01:30;15.09.2025 01:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,16;kWh;L1;Echtwert gemessen
15.09.2025 01:45;15.09.2025 02:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,172;kWh;L1;Echtwert gemessen
15.09.2025 02:00;15.09.2025 02:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,176;kWh;L1;Echtwert gemessen
15.09.2025 02:15;15.09.2025 02:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,173;kWh;L1;Echtwert gemessen
15.09.2025 02:30;15.09.2025 02:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,167;kWh;L1;Echtwert gemessen
15.09.2025 02:45;15.09.2025 03:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,16;kWh;L1;Echtwert gemessen
15.09.2025 03:00;15.09.2025 03:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
15.09.2025 03:15;15.09.2025 03:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
15.09.2025 03:30;15.09.2025 03:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,159;kWh;L1;Echtwert gemessen
15.09.2025 03:45;15.09.2025 04:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,159;kWh;L1;Echtwert gemessen
15.09.2025 04:00;15.09.2025 04:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,16;kWh;L1;Echtwert gemessen
15.09.2025 04:15;15.09.2025 04:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,166;kWh;L1;Echtwert gemessen
15.09.2025 04:30;15.09.2025 04:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,158;kWh;L1;Echtwert gemessen
15.09.2025 04:45;15.09.2025 05:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,157;kWh;L1;Echtwert gemessen
15.09.2025 05:00;15.09.2025 05:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,166;kWh;L1;Echtwert gemessen
15.09.2025 05:15;15.09.2025 05:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,161;kWh;L1;Echtwert gemessen
15.09.2025 05:30;15.09.2025 05:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,16;kWh;L1;Echtwert gemessen
15.09.2025 05:45;15.09.2025 06:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,16;kWh;L1;Echtwert gemessen
15.09.2025 06:00;15.09.2025 06:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,152;kWh;L1;Echtwert gemessen
15.09.2025 06:15;15.09.2025 06:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
15.09.2025 06:30;15.09.2025 06:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,16;kWh;L1;Echtwert gemessen
15.09.2025 06:45;15.09.2025 07:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,157;kWh;L1;Echtwert gemessen
15.09.2025 07:00;15.09.2025 07:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
15.09.2025 07:15;15.09.2025 07:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,178;kWh;L1;Echtwert gemessen
15.09.2025 07:30;15.09.2025 07:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,174;kWh;L1;Echtwert gemessen
15.09.2025 07:45;15.09.2025 08:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,159;kWh;L1;Echtwert gemessen
15.09.2025 08:00;15.09.2025 08:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,162;kWh;L1;Echtwert gemessen
15.09.2025 08:15;15.09.2025 08:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,157;kWh;L1;Echtwert gemessen
15.09.2025 08:30;15.09.2025 08:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,158;kWh;L1;Echtwert gemessen
15.09.2025 08:45;15.09.2025 09:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,161;kWh;L1;Echtwert gemessen
15.09.2025 09:00;15.09.2025 09:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,162;kWh;L1;Echtwert gemessen
15.09.2025 09:15;15.09.2025 09:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,161;kWh;L1;Echtwert gemessen
15.09.2025 09:30;15.09.2025 09:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,216;kWh;L1;Echtwert gemessen
15.09.2025 09:45;15.09.2025 10:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,186;kWh;L1;Echtwert gemessen
15.09.2025 10:00;15.09.2025 10:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,16;kWh;L1;Echtwert gemessen
15.09.2025 10:15;15.09.2025 10:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,291;kWh;L1;Echtwert gemessen
15.09.2025 10:30;15.09.2025 10:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,651;kWh;L1;Echtwert gemessen
15.09.2025 10:45;15.09.2025 11:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,751;kWh;L1;Echtwert gemessen
15.09.2025 11:00;15.09.2025 11:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,484;kWh;L1;Echtwert gemessen
15.09.2025 11:15;15.09.2025 11:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,202;kWh;L1;Echtwert gemessen
15.09.2025 11:30;15.09.2025 11:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,19;kWh;L1;Echtwert gemessen
15.09.2025 11:45;15.09.2025 12:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,176;kWh;L1;Echtwert gemessen
15.09.2025 12:00;15.09.2025 12:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,32;kWh;L1;Echtwert gemessen
15.09.2025 12:15;15.09.2025 12:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,681;kWh;L1;Echtwert gemessen
15.09.2025 12:30;15.09.2025 12:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,695;kWh;L1;Echtwert gemessen
15.09.2025 12:45;15.09.2025 13:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,734;kWh;L1;Echtwert gemessen
15.09.2025 13:00;15.09.2025 13:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,263;kWh;L1;Echtwert gemessen
15.09.2025 13:15;15.09.2025 13:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,424;kWh;L1;Echtwert gemessen
15.09.2025 13:30;15.09.2025 13:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,551;kWh;L1;Echtwert gemessen
15.09.2025 13:45;15.09.2025 14:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,208;kWh;L1;Echtwert gemessen
15.09.2025 14:00;15.09.2025 14:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,169;kWh;L1;Echtwert gemessen
15.09.2025 14:15;15.09.2025 14:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,159;kWh;L1;Echtwert gemessen
15.09.2025 14:30;15.09.2025 14:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,16;kWh;L1;Echtwert gemessen
15.09.2025 14:45;15.09.2025 15:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
15.09.2025 15:00;15.09.2025 15:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,15;kWh;L1;Echtwert gemessen
15.09.2025 15:15;15.09.2025 15:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
15.09.2025 15:30;15.09.2025 15:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,15;kWh;L1;Echtwert gemessen
15.09.2025 15:45;15.09.2025 16:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
15.09.2025 16:00;15.09.2025 16:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
15.09.2025 16:15;15.09.2025 16:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,148;kWh;L1;Echtwert gemessen
15.09.2025 16:30;15.09.2025 16:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,153;kWh;L1;Echtwert gemessen
15.09.2025 16:45;15.09.2025 17:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,149;kWh;L1;Echtwert gemessen
15.09.2025 17:00;15.09.2025 17:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,151;kWh;L1;Echtwert gemessen
15.09.2025 17:15;15.09.2025 17:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,153;kWh;L1;Echtwert gemessen
15.09.2025 17:30;15.09.2025 17:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,149;kWh;L1;Echtwert gemessen
15.09.2025 17:45;15.09.2025 18:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
15.09.2025 18:00;15.09.2025 18:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,152;kWh;L1;Echtwert gemessen
15.09.2025 18:15;15.09.2025 18:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
15.09.2025 18:30;15.09.2025 18:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,261;kWh;L1;Echtwert gemessen
15.09.2025 18:45;15.09.2025 19:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,209;kWh;L1;Echtwert gemessen
15.09.2025 19:00;15.09.2025 19:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,163;kWh;L1;Echtwert gemessen
15.09.2025 19:15;15.09.2025 19:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,16;kWh;L1;Echtwert gemessen
15.09.2025 19:30;15.09.2025 19:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,167;kWh;L1;Echtwert gemessen
15.09.2025 19:45;15.09.2025 20:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,159;kWh;L1;Echtwert gemessen
15.09.2025 20:00;15.09.2025 20:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,16;kWh;L1;Echtwert gemessen
15.09.2025 20:15;15.09.2025 20:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,162;kWh;L1;Echtwert gemessen
15.09.2025 20:30;15.09.2025 20:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
15.09.2025 20:45;15.09.2025 21:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,161;kWh;L1;Echtwert gemessen
15.09.2025 21:00;15.09.2025 21:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,161;kWh;L1;Echtwert gemessen
15.09.2025 21:15;15.09.2025 21:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,162;kWh;L1;Echtwert gemessen
15.09.2025 21:30;15.09.2025 21:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,159;kWh;L1;Echtwert gemessen
15.09.2025 21:45;15.09.2025 22:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
15.09.2025 22:00;15.09.2025 22:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,159;kWh;L1;Echtwert gemessen
15.09.2025 22:15;15.09.2025 22:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,152;kWh;L1;Echtwert gemessen
15.09.2025 22:30;15.09.2025 22:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
15.09.2025 22:45;15.09.2025 23:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,157;kWh;L1;Echtwert gemessen
15.09.2025 23:00;15.09.2025 23:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
15.09.2025 23:15;15.09.2025 23:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,159;kWh;L1;Echtwert gemessen
15.09.2025 23:30;15.09.2025 23:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
15.09.2025 23:45;16.09.2025 00:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
16.09.2025 00:00;16.09.2025 00:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
16.09.2025 00:15;16.09.2025 00:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
16.09.2025 00:30;16.09.2025 00:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,16;kWh;L1;Echtwert gemessen
16.09.2025 00:45;16.09.2025 01:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,274;kWh;L1;Echtwert gemessen
16.09.2025 01:00;16.09.2025 01:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,165;kWh;L1;Echtwert gemessen
16.09.2025 01:15;16.09.2025 01:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,163;kWh;L1;Echtwert gemessen
16.09.2025 01:30;16.09.2025 01:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
16.09.2025 01:45;16.09.2025 02:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,159;kWh;L1;Echtwert gemessen
16.09.2025 02:00;16.09.2025 02:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
16.09.2025 02:15;16.09.2025 02:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,158;kWh;L1;Echtwert gemessen
16.09.2025 02:30;16.09.2025 02:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,157;kWh;L1;Echtwert gemessen
