Startdatum;Enddatum;Zählpunktbezeichnung;Name der Energiegemeinschaft;ID der Energiegemeinschaft;OBIS;OBIS Kurzbeschreibung;Wert;Einheit;Qualität;Qualität Beschreibung
10.09.2025 09:45;10.09.2025 10:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,222;kWh;L1;Echtwert gemessen
10.09.2025 10:00;10.09.2025 10:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,116;kWh;L1;Echtwert gemessen
10.09.2025 10:15;10.09.2025 10:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,104;kWh;L1;Echtwert gemessen
10.09.2025 10:30;10.09.2025 10:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,103;kWh;L1;Echtwert gemessen
10.09.2025 10:45;10.09.2025 11:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,108;kWh;L1;Echtwert gemessen
10.09.2025 11:00;10.09.2025 11:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,1;kWh;L1;Echtwert gemessen
10.09.2025 11:15;10.09.2025 11:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,099;kWh;L1;Echtwert gemessen
10.09.2025 11:30;10.09.2025 11:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,104;kWh;L1;Echtwert gemessen
10.09.2025 11:45;10.09.2025 12:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,097;kWh;L1;Echtwert gemessen
10.09.2025 12:00;10.09.2025 12:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,099;kWh;L1;Echtwert gemessen
10.09.2025 12:15;10.09.2025 12:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,105;kWh;L1;Echtwert gemessen
10.09.2025 12:30;10.09.2025 12:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,097;kWh;L1;Echtwert gemessen
10.09.2025 12:45;10.09.2025 13:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,099;kWh;L1;Echtwert gemessen
10.09.2025 13:00;10.09.2025 13:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,114;kWh;L1;Echtwert gemessen
10.09.2025 13:15;10.09.2025 13:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,244;kWh;L1;Echtwert gemessen
10.09.2025 13:30;10.09.2025 13:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,119;kWh;L1;Echtwert gemessen
10.09.2025 13:45;10.09.2025 14:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,122;kWh;L1;Echtwert gemessen
10.09.2025 14:00;10.09.2025 14:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,235;kWh;L1;Echtwert gemessen
10.09.2025 14:15;10.09.2025 14:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,174;kWh;L1;Echtwert gemessen
10.09.2025 14:30;10.09.2025 14:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,1;kWh;L1;Echtwert gemessen
10.09.2025 14:45;10.09.2025 15:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,101;kWh;L1;Echtwert gemessen
10.09.2025 15:00;10.09.2025 15:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,113;kWh;L1;Echtwert gemessen
10.09.2025 15:15;10.09.2025 15:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,128;kWh;L1;Echtwert gemessen
10.09.2025 15:30;10.09.2025 15:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,149;kWh;L1;Echtwert gemessen
10.09.2025 15:45;10.09.2025 16:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,134;kWh;L1;Echtwert gemessen
10.09.2025 16:00;10.09.2025 16:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,132;kWh;L1;Echtwert gemessen
10.09.2025 16:15;10.09.2025 16:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,131;kWh;L1;Echtwert gemessen
10.09.2025 16:30;10.09.2025 16:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,114;kWh;L1;Echtwert gemessen
10.09.2025 16:45;10.09.2025 17:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,104;kWh;L1;Echtwert gemessen
10.09.2025 17:00;10.09.2025 17:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,545;kWh;L1;Echtwert gemessen
10.09.2025 17:15;10.09.2025 17:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,35;kWh;L1;Echtwert gemessen
10.09.2025 17:30;10.09.2025 17:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,441;kWh;L1;Echtwert gemessen
10.09.2025 17:45;10.09.2025 18:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,141;kWh;L1;Echtwert gemessen
10.09.2025 18:00;10.09.2025 18:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,138;kWh;L1;Echtwert gemessen
10.09.2025 18:15;10.09.2025 18:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,431;kWh;L1;Echtwert gemessen
10.09.2025 18:30;10.09.2025 18:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,307;kWh;L1;Echtwert gemessen
10.09.2025 18:45;10.09.2025 19:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,129;kWh;L1;Echtwert gemessen
10.09.2025 19:00;10.09.2025 19:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,128;kWh;L1;Echtwert gemessen
10.09.2025 19:15;10.09.2025 19:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,263;kWh;L1;Echtwert gemessen
10.09.2025 19:30;10.09.2025 19:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,301;kWh;L1;Echtwert gemessen
10.09.2025 19:45;10.09.2025 20:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,169;kWh;L1;Echtwert gemessen
10.09.2025 20:00;10.09.2025 20:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,146;kWh;L1;Echtwert gemessen
10.09.2025 20:15;10.09.2025 20:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,135;kWh;L1;Echtwert gemessen
10.09.2025 20:30;10.09.2025 20:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,119;kWh;L1;Echtwert gemessen
10.09.2025 20:45;10.09.2025 21:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,127;kWh;L1;Echtwert gemessen
10.09.2025 21:00;10.09.2025 21:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,122;kWh;L1;Echtwert gemessen
10.09.2025 21:15;10.09.2025 21:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,119;kWh;L1;Echtwert gemessen
10.09.2025 21:30;10.09.2025 21:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,122;kWh;L1;Echtwert gemessen
10.09.2025 21:45;10.09.2025 22:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,108;kWh;L1;Echtwert gemessen
10.09.2025 22:00;10.09.2025 22:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,111;kWh;L1;Echtwert gemessen
10.09.2025 22:15;10.09.2025 22:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,112;kWh;L1;Echtwert gemessen
10.09.2025 22:30;10.09.2025 22:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,106;kWh;L1;Echtwert gemessen
10.09.2025 22:45;10.09.2025 23:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,112;kWh;L1;Echtwert gemessen
10.09.2025 23:00;10.09.2025 23:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,11;kWh;L1;Echtwert gemessen
10.09.2025 23:15;10.09.2025 23:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,111;kWh;L1;Echtwert gemessen
10.09.2025 23:30;10.09.2025 23:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,114;kWh;L1;Echtwert gemessen
10.09.2025 23:45;11.09.2025 00:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,107;kWh;L1;Echtwert gemessen
11.09.2025 00:00;11.09.2025 00:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,115;kWh;L1;Echtwert gemessen
11.09.2025 00:15;11.09.2025 00:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,112;kWh;L1;Echtwert gemessen
11.09.2025 00:30;11.09.2025 00:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,234;kWh;L1;Echtwert gemessen
11.09.2025 00:45;11.09.2025 01:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,132;kWh;L1;Echtwert gemessen
11.09.2025 01:00;11.09.2025 01:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,126;kWh;L1;Echtwert gemessen
11.09.2025 01:15;11.09.2025 01:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,122;kWh;L1;Echtwert gemessen
11.09.2025 01:30;11.09.2025 01:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,111;kWh;L1;Echtwert gemessen
11.09.2025 01:45;11.09.2025 02:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,105;kWh;L1;Echtwert gemessen
11.09.2025 02:00;11.09.2025 02:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,112;kWh;L1;Echtwert gemessen
11.09.2025 02:15;11.09.2025 02:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,124;kWh;L1;Echtwert gemessen
11.09.2025 02:30;11.09.2025 02:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,126;kWh;L1;Echtwert gemessen
11.09.2025 02:45;11.09.2025 03:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,131;kWh;L1;Echtwert gemessen
11.09.2025 03:00;11.09.2025 03:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,124;kWh;L1;Echtwert gemessen
11.09.2025 03:15;11.09.2025 03:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,11;kWh;L1;Echtwert gemessen
11.09.2025 03:30;11.09.2025 03:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,111;kWh;L1;Echtwert gemessen
11.09.2025 03:45;11.09.2025 04:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,116;kWh;L1;Echtwert gemessen
11.09.2025 04:00;11.09.2025 04:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,125;kWh;L1;Echtwert gemessen
11.09.2025 04:15;11.09.2025 04:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,111;kWh;L1;Echtwert gemessen
11.09.2025 04:30;11.09.2025 04:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,111;kWh;L1;Echtwert gemessen
11.09.2025 04:45;11.09.2025 05:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,115;kWh;L1;Echtwert gemessen
11.09.2025 05:00;11.09.2025 05:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,107;kWh;L1;Echtwert gemessen
11.09.2025 05:15;11.09.2025 05:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,108;kWh;L1;Echtwert gemessen
11.09.2025 05:30;11.09.2025 05:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,112;kWh;L1;Echtwert gemessen
11.09.2025 05:45;11.09.2025 06:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,107;kWh;L1;Echtwert gemessen
11.09.2025 06:00;11.09.2025 06:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,111;kWh;L1;Echtwert gemessen
11.09.2025 06:15;11.09.2025 06:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,107;kWh;L1;Echtwert gemessen
11.09.2025 06:30;11.09.2025 06:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,107;kWh;L1;Echtwert gemessen
11.09.2025 06:45;11.09.2025 07:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,111;kWh;L1;Echtwert gemessen
11.09.2025 07:00;11.09.2025 07:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,104;kWh;L1;Echtwert gemessen
11.09.2025 07:15;11.09.2025 07:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,107;kWh;L1;Echtwert gemessen
11.09.2025 07:30;11.09.2025 07:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,113;kWh;L1;Echtwert gemessen
11.09.2025 07:45;11.09.2025 08:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,108;kWh;L1;Echtwert gemessen
11.09.2025 08:00;11.09.2025 08:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,112;kWh;L1;Echtwert gemessen
11.09.2025 08:15;11.09.2025 08:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,108;kWh;L1;Echtwert gemessen
11.09.2025 08:30;11.09.2025 08:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,105;kWh;L1;Echtwert gemessen
11.09.2025 08:45;11.09.2025 09:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,112;kWh;L1;Echtwert gemessen
11.09.2025 09:00;11.09.2025 09:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,106;kWh;L1;Echtwert gemessen
11.09.2025 09:15;11.09.2025 09:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,11;kWh;L1;Echtwert gemessen
11.09.2025 09:30;11.09.2025 09:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,129;kWh;L1;Echtwert gemessen
11.09.2025 09:45;11.09.2025 10:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,141;kWh;L1;Echtwert gemessen
11.09.2025 10:00;11.09.2025 10:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,222;kWh;L1;Echtwert gemessen
11.09.2025 10:15;11.09.2025 10:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,109;kWh;L1;Echtwert gemessen
11.09.2025 10:30;11.09.2025 10:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,111;kWh;L1;Echtwert gemessen
11.09.2025 10:45;11.09.2025 11:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,119;kWh;L1;Echtwert gemessen
11.09.2025 11:00;11.09.2025 11:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,124;kWh;L1;Echtwert gemessen
11.09.2025 11:15;11.09.2025 11:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,111;kWh;L1;Echtwert gemessen
11.09.2025 11:30;11.09.2025 11:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,104;kWh;L1;Echtwert gemessen
11.09.2025 11:45;11.09.2025 12:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,103;kWh;L1;Echtwert gemessen
11.09.2025 12:00;11.09.2025 12:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,102;kWh;L1;Echtwert gemessen
11.09.2025 12:15;11.09.2025 12:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,107;kWh;L1;Echtwert gemessen
11.09.2025 12:30;11.09.2025 12:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,102;kWh;L1;Echtwert gemessen
11.09.2025 12:45;11.09.2025 13:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,267;kWh;L1;Echtwert gemessen
11.09.2025 13:00;11.09.2025 13:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,178;kWh;L1;Echtwert gemessen
11.09.2025 13:15;11.09.2025 13:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,102;kWh;L1;Echtwert gemessen
11.09.2025 13:30;11.09.2025 13:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,109;kWh;L1;Echtwert gemessen
11.09.2025 13:45;11.09.2025 14:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,098;kWh;L1;Echtwert gemessen
11.09.2025 14:00;11.09.2025 14:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,102;kWh;L1;Echtwert gemessen
11.09.2025 14:15;11.09.2025 14:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,109;kWh;L1;Echtwert gemessen
11.09.2025 14:30;11.09.2025 14:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,1;kWh;L1;Echtwert gemessen
11.09.2025 14:45;11.09.2025 15:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,162;kWh;L1;Echtwert gemessen
11.09.2025 15:00;11.09.2025 15:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,11;kWh;L1;Echtwert gemessen
11.09.2025 15:15;11.09.2025 15:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,117;kWh;L1;Echtwert gemessen
11.09.2025 15:30;11.09.2025 15:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,118;kWh;L1;Echtwert gemessen
11.09.2025 15:45;11.09.2025 16:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,112;kWh;L1;Echtwert gemessen
11.09.2025 16:00;11.09.2025 16:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,197;kWh;L1;Echtwert gemessen
11.09.2025 16:15;11.09.2025 16:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,298;kWh;L1;Echtwert gemessen
11.09.2025 16:30;11.09.2025 16:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,13;kWh;L1;Echtwert gemessen
11.09.2025 16:45;11.09.2025 17:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,129;kWh;L1;Echtwert gemessen
11.09.2025 17:00;11.09.2025 17:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,135;kWh;L1;Echtwert gemessen
11.09.2025 17:15;11.09.2025 17:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,136;kWh;L1;Echtwert gemessen
11.09.2025 17:30;11.09.2025 17:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,13;kWh;L1;Echtwert gemessen
11.09.2025 17:45;11.09.2025 18:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,11;kWh;L1;Echtwert gemessen
11.09.2025 18:00;11.09.2025 18:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,102;kWh;L1;Echtwert gemessen
11.09.2025 18:15;11.09.2025 18:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,125;kWh;L1;Echtwert gemessen
11.09.2025 18:30;11.09.2025 18:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,126;kWh;L1;Echtwert gemessen
11.09.2025 18:45;11.09.2025 19:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,14;kWh;L1;Echtwert gemessen
11.09.2025 19:00;11.09.2025 19:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,158;kWh;L1;Echtwert gemessen
11.09.2025 19:15;11.09.2025 19:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,153;kWh;L1;Echtwert gemessen
11.09.2025 19:30;11.09.2025 19:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,199;kWh;L1;Echtwert gemessen
11.09.2025 19:45;11.09.2025 20:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,151;kWh;L1;Echtwert gemessen
11.09.2025 20:00;11.09.2025 20:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,128;kWh;L1;Echtwert gemessen
11.09.2025 20:15;11.09.2025 20:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,111;kWh;L1;Echtwert gemessen
11.09.2025 20:30;11.09.2025 20:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,147;kWh;L1;Echtwert gemessen
11.09.2025 20:45;11.09.2025 21:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,16;kWh;L1;Echtwert gemessen
11.09.2025 21:00;11.09.2025 21:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,164;kWh;L1;Echtwert gemessen
11.09.2025 21:15;11.09.2025 21:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,162;kWh;L1;Echtwert gemessen
11.09.2025 21:30;11.09.2025 21:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,159;kWh;L1;Echtwert gemessen
11.09.2025 21:45;11.09.2025 22:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,162;kWh;L1;Echtwert gemessen
11.09.2025 22:00;11.09.2025 22:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
11.09.2025 22:15;11.09.2025 22:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,159;kWh;L1;Echtwert gemessen
11.09.2025 22:30;11.09.2025 22:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,164;kWh;L1;Echtwert gemessen
11.09.2025 22:45;11.09.2025 23:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
11.09.2025 23:00;11.09.2025 23:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
11.09.2025 23:15;11.09.2025 23:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,161;kWh;L1;Echtwert gemessen
11.09.2025 23:30;11.09.2025 23:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,156;kWh;L1;Echtwert gemessen
11.09.2025 23:45;12.09.2025 00:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,158;kWh;L1;Echtwert gemessen
12.09.2025 00:00;12.09.2025 00:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,153;kWh;L1;Echtwert gemessen
12.09.2025 00:15;12.09.2025 00:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
12.09.2025 00:30;12.09.2025 00:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,312;kWh;L1;Echtwert gemessen
12.09.2025 00:45;12.09.2025 01:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,178;kWh;L1;Echtwert gemessen
12.09.2025 01:00;12.09.2025 01:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,185;kWh;L1;Echtwert gemessen
12.09.2025 01:15;12.09.2025 01:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,163;kWh;L1;Echtwert gemessen
12.09.2025 01:30;12.09.2025 01:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,159;kWh;L1;Echtwert gemessen
12.09.2025 01:45;12.09.2025 02:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,158;kWh;L1;Echtwert gemessen
12.09.2025 02:00;12.09.2025 02:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,163;kWh;L1;Echtwert gemessen
12.09.2025 02:15;12.09.2025 02:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,159;kWh;L1;Echtwert gemessen
12.09.2025 02:30;12.09.2025 02:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,159;kWh;L1;Echtwert gemessen
12.09.2025 02:45;12.09.2025 03:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,157;kWh;L1;Echtwert gemessen
12.09.2025 03:00;12.09.2025 03:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
12.09.2025 03:15;12.09.2025 03:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,173;kWh;L1;Echtwert gemessen
12.09.2025 03:30;12.09.2025 03:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,196;kWh;L1;Echtwert gemessen
12.09.2025 03:45;12.09.2025 04:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,159;kWh;L1;Echtwert gemessen
12.09.2025 04:00;12.09.2025 04:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,163;kWh;L1;Echtwert gemessen
12.09.2025 04:15;12.09.2025 04:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
12.09.2025 04:30;12.09.2025 04:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
12.09.2025 04:45;12.09.2025 05:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,16;kWh;L1;Echtwert gemessen
12.09.2025 05:00;12.09.2025 05:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
12.09.2025 05:15;12.09.2025 05:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,151;kWh;L1;Echtwert gemessen
12.09.2025 05:30;12.09.2025 05:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,158;kWh;L1;Echtwert gemessen
12.09.2025 05:45;12.09.2025 06:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,157;kWh;L1;Echtwert gemessen
12.09.2025 06:00;12.09.2025 06:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,171;kWh;L1;Echtwert gemessen
