Messzeitpunkt;Gemessener Verbrauch (kWh);Ersatzwert;
19.02.2023 18:30;0,283;;
19.02.2023 18:45;0,162;;
19.02.2023 19:00;0,136;;
19.02.2023 19:15;0,156;;
19.02.2023 19:30;0,167;;
19.02.2023 19:45;0,203;;
19.02.2023 20:00;0,183;;
19.02.2023 20:15;0,189;;
19.02.2023 20:30;0,211;;
19.02.2023 20:45;0,128;;
19.02.2023 21:00;0,124;;
19.02.2023 21:15;0,144;;
19.02.2023 21:30;0,335;;
19.02.2023 21:45;0,110;;
19.02.2023 22:00;0,137;;
19.02.2023 22:15;0,149;;
19.02.2023 22:30;0,118;;
19.02.2023 22:45;0,083;;
19.02.2023 23:00;0,091;;
19.02.2023 23:15;0,098;;
19.02.2023 23:30;0,093;;
19.02.2023 23:45;0,063;;
20.02.2023 00:00;0,072;;
20.02.2023 00:15;0,106;;
20.02.2023 00:30;0,104;;
20.02.2023 00:45;0,084;;
20.02.2023 01:00;0,366;;
20.02.2023 01:15;0,150;;
20.02.2023 01:30;0,098;;
20.02.2023 01:45;0,414;;
20.02.2023 02:00;0,693;;
20.02.2023 02:15;0,746;;
20.02.2023 02:30;0,565;;
20.02.2023 02:45;0,294;;
20.02.2023 03:00;0,771;;
20.02.2023 03:15;0,361;;
20.02.2023 03:30;0,289;;
20.02.2023 03:45;0,242;;
20.02.2023 04:00;0,227;;
20.02.2023 04:15;0,259;;
20.02.2023 04:30;0,219;;
20.02.2023 04:45;0,151;;
20.02.2023 05:00;0,072;;
20.02.2023 05:15;0,111;;
20.02.2023 05:30;0,095;;
20.02.2023 05:45;0,082;;
20.02.2023 06:00;0,053;;
20.02.2023 06:15;0,142;;
20.02.2023 06:30;0,326;;
20.02.2023 06:45;0,328;;
20.02.2023 07:00;0,314;;
20.02.2023 07:15;0,378;;
20.02.2023 07:30;0,114;;
20.02.2023 07:45;0,015;;
20.02.2023 08:00;0,000;;
20.02.2023 08:15;0,005;;
20.02.2023 08:30;0,060;;
20.02.2023 08:45;0,017;;
20.02.2023 09:00;0,082;;
20.02.2023 09:15;0,030;;
20.02.2023 09:30;0,059;;
20.02.2023 09:45;0,025;;
20.02.2023 10:00;0,000;;
20.02.2023 10:15;0,000;;
20.02.2023 10:30;0,027;;
20.02.2023 10:45;0,122;;
20.02.2023 11:00;0,367;;
20.02.2023 11:15;0,040;;
20.02.2023 11:30;0,000;;
20.02.2023 11:45;0,000;;
20.02.2023 12:00;0,006;;
20.02.2023 12:15;0,000;;
20.02.2023 12:30;0,000;;
20.02.2023 12:45;0,046;;
20.02.2023 13:00;0,271;;
20.02.2023 13:15;0,000;;
20.02.2023 13:30;0,000;;
20.02.2023 13:45;0,065;;
20.02.2023 14:00;0,021;;
20.02.2023 14:15;0,217;;
20.02.2023 14:30;0,000;;
20.02.2023 14:45;0,015;;
20.02.2023 15:00;0,000;;
20.02.2023 15:15;0,000;;
20.02.2023 15:30;0,102;;
20.02.2023 15:45;0,310;;
20.02.2023 16:00;0,021;;
20.02.2023 16:15;0,000;;
20.02.2023 16:30;0,000;;
20.02.2023 16:45;0,046;;
20.02.2023 17:00;0,075;;
20.02.2023 17:15;0,243;;
20.02.2023 17:30;0,662;;
20.02.2023 17:45;0,437;;
20.02.2023 18:00;0,286;;
20.02.2023 18:15;0,208;;
20.02.2023 18:30;0,143;;
20.02.2023 18:45;0,102;;
20.02.2023 19:00;0,280;;
20.02.2023 19:15;0,155;;
20.02.2023 19:30;0,175;;
20.02.2023 19:45;0,123;;
20.02.2023 20:00;0,149;;
20.02.2023 20:15;0,108;;
20.02.2023 20:30;0,249;;
20.02.2023 20:45;0,112;;
20.02.2023 21:00;0,144;;
20.02.2023 21:15;0,121;;
20.02.2023 21:30;0,144;;
20.02.2023 21:45;0,151;;
20.02.2023 22:00;0,115;;
20.02.2023 22:15;0,094;;
20.02.2023 22:30;0,118;;
20.02.2023 22:45;0,146;;
20.02.2023 23:00;0,145;;
20.02.2023 23:15;0,099;;
20.02.2023 23:30;0,093;;
20.02.2023 23:45;0,128;;
21.02.2023 00:00;0,296;;
21.02.2023 00:15;0,148;;
21.02.2023 00:30;0,091;;
21.02.2023 00:45;0,123;;
21.02.2023 01:00;0,117;;
21.02.2023 01:15;0,569;;
21.02.2023 01:30;0,330;;
21.02.2023 01:45;0,543;;
21.02.2023 02:00;0,743;;
21.02.2023 02:15;0,366;;
21.02.2023 02:30;0,246;;
21.02.2023 02:45;0,249;;
21.02.2023 03:00;0,247;;
21.02.2023 03:15;0,255;;
21.02.2023 03:30;0,273;;
21.02.2023 03:45;0,166;;
21.02.2023 04:00;0,106;;
21.02.2023 04:15;0,103;;
21.02.2023 04:30;0,073;;
21.02.2023 04:45;0,073;;
21.02.2023 05:00;0,088;;
21.02.2023 05:15;0,128;;
21.02.2023 05:30;0,073;;
21.02.2023 05:45;0,074;;
21.02.2023 06:00;0,071;;
21.02.2023 06:15;0,129;;
21.02.2023 06:30;0,309;;
21.02.2023 06:45;0,129;;
21.02.2023 07:00;0,111;;
21.02.2023 07:15;0,154;;
21.02.2023 07:30;0,071;;
21.02.2023 07:45;0,040;;
21.02.2023 08:00;0,002;;
21.02.2023 08:15;0,000;;
21.02.2023 08:30;0,003;;
21.02.2023 08:45;0,148;;
21.02.2023 09:00;0,271;;
21.02.2023 09:15;0,001;;
21.02.2023 09:30;0,048;;
21.02.2023 09:45;0,100;;
21.02.2023 10:00;0,033;;
21.02.2023 10:15;0,000;;
21.02.2023 10:30;0,033;;
21.02.2023 10:45;0,019;;
21.02.2023 11:00;0,000;;
21.02.2023 11:15;0,128;;
21.02.2023 11:30;0,095;;
21.02.2023 11:45;0,008;;
21.02.2023 12:00;0,021;;
21.02.2023 12:15;0,031;;
21.02.2023 12:30;0,194;;
21.02.2023 12:45;0,043;;
21.02.2023 13:00;0,000;;
21.02.2023 13:15;0,042;;
21.02.2023 13:30;0,000;;
21.02.2023 13:45;0,000;;
21.02.2023 14:00;0,000;;
21.02.2023 14:15;0,000;;
21.02.2023 14:30;0,000;;
21.02.2023 14:45;0,001;;
21.02.2023 15:00;0,004;;
21.02.2023 15:15;0,014;;
21.02.2023 15:30;0,000;;
21.02.2023 15:45;0,000;;
21.02.2023 16:00;0,000;;
21.02.2023 16:15;0,000;;
21.02.2023 16:30;0,001;;
21.02.2023 16:45;0,008;;
21.02.2023 17:00;0,078;;
21.02.2023 17:15;0,035;;
21.02.2023 17:30;0,100;;
21.02.2023 17:45;0,120;;
21.02.2023 18:00;0,139;;
21.02.2023 18:15;0,142;;
21.02.2023 18:30;0,151;;
21.02.2023 18:45;0,294;;
21.02.2023 19:00;0,280;;
21.02.2023 19:15;0,106;;
21.02.2023 19:30;0,131;;
21.02.2023 19:45;0,237;;
21.02.2023 20:00;0,134;;
21.02.2023 20:15;0,123;;
21.02.2023 20:30;0,157;;
21.02.2023 20:45;0,160;;
21.02.2023 21:00;0,183;;
21.02.2023 21:15;0,118;;
21.02.2023 21:30;0,120;;
21.02.2023 21:45;0,147;;
21.02.2023 22:00;0,122;;
21.02.2023 22:15;0,097;;
21.02.2023 22:30;0,118;;
21.02.2023 22:45;0,124;;
21.02.2023 23:00;0,109;;
21.02.2023 23:15;0,062;;
21.02.2023 23:30;0,097;;
21.02.2023 23:45;0,097;;
22.02.2023 00:00;0,099;;
22.02.2023 00:15;0,075;;
22.02.2023 00:30;0,112;;
22.02.2023 00:45;0,098;;
22.02.2023 01:00;0,082;;
22.02.2023 01:15;0,056;;
22.02.2023 01:30;0,095;;
22.02.2023 01:45;0,063;;
22.02.2023 02:00;0,095;;
22.02.2023 02:15;0,079;;
22.02.2023 02:30;0,102;;
22.02.2023 02:45;0,068;;
22.02.2023 03:00;0,084;;
22.02.2023 03:15;0,076;;
22.02.2023 03:30;0,158;;
22.02.2023 03:45;0,183;;
22.02.2023 04:00;0,238;;
22.02.2023 04:15;0,246;;
22.02.2023 04:30;0,233;;
22.02.2023 04:45;0,199;;
22.02.2023 05:00;0,211;;
22.02.2023 05:15;0,222;;
22.02.2023 05:30;0,116;;
22.02.2023 05:45;0,057;;
22.02.2023 06:00;0,088;;
22.02.2023 06:15;0,153;;
22.02.2023 06:30;0,183;;
22.02.2023 06:45;0,099;;
22.02.2023 07:00;0,086;;
22.02.2023 07:15;0,092;;
22.02.2023 07:30;0,039;;
22.02.2023 07:45;0,128;;
22.02.2023 08:00;0,012;;
22.02.2023 08:15;0,067;;
22.02.2023 08:30;0,048;;
22.02.2023 08:45;0,000;;
22.02.2023 09:00;0,001;;
22.02.2023 09:15;0,045;;
22.02.2023 09:30;0,000;;
22.02.2023 09:45;0,000;;
22.02.2023 10:00;0,018;;
22.02.2023 10:15;0,030;;
22.02.2023 10:30;0,040;;
22.02.2023 10:45;0,000;;
22.02.2023 11:00;0,013;;
22.02.2023 11:15;0,000;;
22.02.2023 11:30;0,000;;
22.02.2023 11:45;0,061;;
22.02.2023 12:00;0,005;;
22.02.2023 12:15;0,008;;
22.02.2023 12:30;0,019;;
22.02.2023 12:45;0,011;;
22.02.2023 13:00;0,000;;
22.02.2023 13:15;0,000;;
22.02.2023 13:30;0,000;;
22.02.2023 13:45;0,000;;
22.02.2023 14:00;0,026;;
22.02.2023 14:15;0,000;;
22.02.2023 14:30;0,000;;
22.02.2023 14:45;0,000;;
22.02.2023 15:00;0,033;;
22.02.2023 15:15;0,000;;
22.02.2023 15:30;0,000;;
22.02.2023 15:45;0,000;;
22.02.2023 16:00;0,000;;
22.02.2023 16:15;0,000;;
22.02.2023 16:30;0,000;;
22.02.2023 16:45;0,000;;
22.02.2023 17:00;0,017;;
22.02.2023 17:15;0,016;;
22.02.2023 17:30;0,292;;
22.02.2023 17:45;0,260;;
22.02.2023 18:00;0,088;;
22.02.2023 18:15;0,068;;
22.02.2023 18:30;0,121;;
22.02.2023 18:45;0,161;;
22.02.2023 19:00;0,116;;
22.02.2023 19:15;0,159;;
22.02.2023 19:30;0,168;;
22.02.2023 19:45;0,377;;
22.02.2023 20:00;0,487;;
22.02.2023 20:15;0,171;;
22.02.2023 20:30;0,135;;
22.02.2023 20:45;0,166;;
22.02.2023 21:00;0,160;;
22.02.2023 21:15;0,183;;
22.02.2023 21:30;0,119;;
22.02.2023 21:45;0,102;;
22.02.2023 22:00;0,167;;
22.02.2023 22:15;0,111;;
22.02.2023 22:30;0,107;;
22.02.2023 22:45;0,132;;
22.02.2023 23:00;0,124;;
22.02.2023 23:15;0,105;;
22.02.2023 23:30;0,073;;
22.02.2023 23:45;0,110;;
23.02.2023 00:00;0,068;;
23.02.2023 00:15;0,081;;
23.02.2023 00:30;0,092;;
23.02.2023 00:45;0,117;;
23.02.2023 01:00;0,076;;
23.02.2023 01:15;0,283;;
23.02.2023 01:30;0,213;;
23.02.2023 01:45;0,090;;
23.02.2023 02:00;0,057;;
23.02.2023 02:15;0,073;;
23.02.2023 02:30;0,103;;
23.02.2023 02:45;0,101;;
23.02.2023 03:00;0,074;;
23.02.2023 03:15;0,529;;
23.02.2023 03:30;0,095;;
23.02.2023 03:45;0,084;;
23.02.2023 04:00;0,051;;
23.02.2023 04:15;0,086;;
23.02.2023 04:30;0,073;;
23.02.2023 04:45;0,091;;
23.02.2023 05:00;0,067;;
23.02.2023 05:15;0,113;;
23.02.2023 05:30;0,070;;
23.02.2023 05:45;0,083;;
23.02.2023 06:00;0,065;;
23.02.2023 06:15;0,113;;
23.02.2023 06:30;0,337;;
23.02.2023 06:45;0,394;;
23.02.2023 07:00;0,342;;
23.02.2023 07:15;0,238;;
23.02.2023 07:30;0,013;;
23.02.2023 07:45;0,000;;
23.02.2023 08:00;0,003;;
23.02.2023 08:15;0,095;;
23.02.2023 08:30;0,023;;
23.02.2023 08:45;0,000;;
23.02.2023 09:00;0,000;;
23.02.2023 09:15;0,000;;
23.02.2023 09:30;0,008;;
23.02.2023 09:45;0,012;;
23.02.2023 10:00;0,000;;
23.02.2023 10:15;0,000;;
23.02.2023 10:30;0,000;;
23.02.2023 10:45;0,012;;
23.02.2023 11:00;0,000;;
23.02.2023 11:15;0,000;;
23.02.2023 11:30;0,000;;
23.02.2023 11:45;0,042;;
23.02.2023 12:00;0,000;;
23.02.2023 12:15;0,111;;
23.02.2023 12:30;0,057;;
23.02.2023 12:45;0,000;;
23.02.2023 13:00;0,000;;
23.02.2023 13:15;0,000;;
23.02.2023 13:30;0,018;;
23.02.2023 13:45;0,000;;
23.02.2023 14:00;0,000;;
23.02.2023 14:15;0,074;;
23.02.2023 14:30;0,079;;
23.02.2023 14:45;0,000;;
23.02.2023 15:00;0,000;;
23.02.2023 15:15;0,000;;
23.02.2023 15:30;0,000;;
23.02.2023 15:45;0,000;;
23.02.2023 16:00;0,000;;
23.02.2023 16:15;0,016;;
23.02.2023 16:30;0,003;;
23.02.2023 16:45;0,024;;
23.02.2023 17:00;0,145;;
23.02.2023 17:15;0,413;;
23.02.2023 17:30;0,200;;
23.02.2023 17:45;0,252;;
23.02.2023 18:00;0,262;;
23.02.2023 18:15;0,195;;
23.02.2023 18:30;0,083;;
23.02.2023 18:45;0,207;;
23.02.2023 19:00;0,192;;
23.02.2023 19:15;0,196;;
23.02.2023 19:30;0,244;;
23.02.2023 19:45;0,188;;
23.02.2023 20:00;0,316;;
23.02.2023 20:15;0,245;;
23.02.2023 20:30;0,234;;
23.02.2023 20:45;0,253;;
23.02.2023 21:00;0,158;;
23.02.2023 21:15;0,097;;
23.02.2023 21:30;0,099;;
23.02.2023 21:45;0,136;;
23.02.2023 22:00;0,144;;
23.02.2023 22:15;0,111;;
23.02.2023 22:30;0,131;;
23.02.2023 22:45;0,153;;
23.02.2023 23:00;0,127;;
23.02.2023 23:15;0,082;;
23.02.2023 23:30;0,127;;
23.02.2023 23:45;0,130;;
24.02.2023 00:00;0,139;;
24.02.2023 00:15;0,110;;
24.02.2023 00:30;0,121;;
24.02.2023 00:45;0,081;;
24.02.2023 01:00;0,089;;
24.02.2023 01:15;0,063;;
24.02.2023 01:30;0,092;;
24.02.2023 01:45;0,059;;
24.02.2023 02:00;0,100;;
24.02.2023 02:15;0,091;;
24.02.2023 02:30;0,099;;
24.02.2023 02:45;0,063;;
24.02.2023 03:00;0,178;;
24.02.2023 03:15;0,134;;
24.02.2023 03:30;0,097;;
24.02.2023 03:45;0,068;;
24.02.2023 04:00;0,114;;
24.02.2023 04:15;0,123;;
24.02.2023 04:30;0,100;;
24.02.2023 04:45;0,082;;
24.02.2023 05:00;0,111;;
24.02.2023 05:15;0,112;;
24.02.2023 05:30;0,092;;
24.02.2023 05:45;0,060;;
24.02.2023 06:00;0,098;;
24.02.2023 06:15;0,130;;
24.02.2023 06:30;0,239;;
24.02.2023 06:45;0,099;;
24.02.2023 07:00;0,102;;
24.02.2023 07:15;0,126;;
24.02.2023 07:30;0,077;;
24.02.2023 07:45;0,077;;
24.02.2023 08:00;0,135;;
24.02.2023 08:15;0,153;;
24.02.2023 08:30;0,044;;
24.02.2023 08:45;0,004;;
24.02.2023 09:00;0,000;;
24.02.2023 09:15;0,001;;
24.02.2023 09:30;0,021;;
24.02.2023 09:45;0,000;;
24.02.2023 10:00;0,000;;
24.02.2023 10:15;0,000;;
24.02.2023 10:30;0,001;;
24.02.2023 10:45;0,012;;
24.02.2023 11:00;0,001;;
24.02.2023 11:15;0,000;;
24.02.2023 11:30;0,000;;
24.02.2023 11:45;0,000;;
24.02.2023 12:00;0,013;;
24.02.2023 12:15;0,164;;
24.02.2023 12:30;0,191;;
24.02.2023 12:45;0,023;;
24.02.2023 13:00;0,063;;
24.02.2023 13:15;0,171;;
24.02.2023 13:30;0,011;;
24.02.2023 13:45;0,155;;
24.02.2023 14:00;0,157;;
24.02.2023 14:15;0,000;;
24.02.2023 14:30;0,000;;
24.02.2023 14:45;0,000;;
24.02.2023 15:00;0,202;;
24.02.2023 15:15;0,147;;
24.02.2023 15:30;0,036;;
24.02.2023 15:45;0,000;;
24.02.2023 16:00;0,000;;
24.02.2023 16:15;0,000;;
24.02.2023 16:30;0,019;;
24.02.2023 16:45;0,074;;
24.02.2023 17:00;0,052;;
24.02.2023 17:15;0,059;;
24.02.2023 17:30;0,097;;
24.02.2023 17:45;0,128;;
24.02.2023 18:00;0,223;;
24.02.2023 18:15;0,188;;
24.02.2023 18:30;0,269;;
24.02.2023 18:45;0,269;;
24.02.2023 19:00;0,157;;
24.02.2023 19:15;0,136;;
24.02.2023 19:30;0,210;;
24.02.2023 19:45;0,074;;
24.02.2023 20:00;0,102;;
24.02.2023 20:15;0,155;;
24.02.2023 20:30;0,155;;
24.02.2023 20:45;0,618;;
24.02.2023 21:00;0,187;;
24.02.2023 21:15;0,143;;
24.02.2023 21:30;0,108;;
24.02.2023 21:45;0,123;;
24.02.2023 22:00;0,172;;
24.02.2023 22:15;0,117;;
24.02.2023 22:30;0,128;;
24.02.2023 22:45;0,124;;
24.02.2023 23:00;0,128;;
24.02.2023 23:15;0,093;;
24.02.2023 23:30;0,067;;
24.02.2023 23:45;0,109;;
25.02.2023 00:00;0,088;;
25.02.2023 00:15;0,095;;
25.02.2023 00:30;0,090;;
25.02.2023 00:45;0,123;;
25.02.2023 01:00;0,080;;
25.02.2023 01:15;0,090;;
25.02.2023 01:30;0,089;;
25.02.2023 01:45;0,076;;
25.02.2023 02:00;0,064;;
25.02.2023 02:15;0,593;;
25.02.2023 02:30;0,254;;
25.02.2023 02:45;0,453;;
25.02.2023 03:00;0,242;;
25.02.2023 03:15;0,123;;
25.02.2023 03:30;0,109;;
25.02.2023 03:45;0,112;;
25.02.2023 04:00;0,294;;
25.02.2023 04:15;0,368;;
25.02.2023 04:30;0,109;;
25.02.2023 04:45;0,104;;
25.02.2023 05:00;0,157;;
25.02.2023 05:15;0,102;;
25.02.2023 05:30;0,068;;
25.02.2023 05:45;0,069;;
25.02.2023 06:00;0,088;;
25.02.2023 06:15;0,071;;
25.02.2023 06:30;0,095;;
25.02.2023 06:45;0,098;;
25.02.2023 07:00;0,086;;
25.02.2023 07:15;0,063;;
25.02.2023 07:30;0,095;;
25.02.2023 07:45;0,186;;
25.02.2023 08:00;0,212;;
25.02.2023 08:15;0,086;;
25.02.2023 08:30;0,019;;
25.02.2023 08:45;0,000;;
25.02.2023 09:00;0,001;;
25.02.2023 09:15;0,025;;
25.02.2023 09:30;0,049;;
25.02.2023 09:45;0,400;;
25.02.2023 10:00;0,045;;
25.02.2023 10:15;0,070;;
25.02.2023 10:30;0,100;;
25.02.2023 10:45;0,400;;
25.02.2023 11:00;0,128;;
25.02.2023 11:15;0,000;;
25.02.2023 11:30;0,000;;
25.02.2023 11:45;0,000;;
25.02.2023 12:00;0,000;;
25.02.2023 12:15;0,000;;
25.02.2023 12:30;0,000;;
25.02.2023 12:45;0,000;;
25.02.2023 13:00;0,000;;
25.02.2023 13:15;0,167;;
25.02.2023 13:30;0,443;;
25.02.2023 13:45;0,024;;
25.02.2023 14:00;0,000;;
25.02.2023 14:15;0,020;;
25.02.2023 14:30;0,446;;
25.02.2023 14:45;0,191;;
25.02.2023 15:00;0,083;;
25.02.2023 15:15;0,043;;
25.02.2023 15:30;0,000;;
25.02.2023 15:45;0,000;;
25.02.2023 16:00;0,049;;
25.02.2023 16:15;0,051;;
25.02.2023 16:30;0,439;;
25.02.2023 16:45;0,095;;
25.02.2023 17:00;0,241;;
25.02.2023 17:15;0,264;;
25.02.2023 17:30;0,287;;
25.02.2023 17:45;0,276;;
25.02.2023 18:00;0,255;;
25.02.2023 18:15;0,143;;
25.02.2023 18:30;0,187;;
25.02.2023 18:45;0,119;;
25.02.2023 19:00;0,555;;
25.02.2023 19:15;0,554;;
25.02.2023 19:30;0,372;;
25.02.2023 19:45;0,360;;
25.02.2023 20:00;0,439;;
25.02.2023 20:15;0,251;;
25.02.2023 20:30;0,137;;
25.02.2023 20:45;0,168;;
25.02.2023 21:00;0,203;;
25.02.2023 21:15;0,278;;
25.02.2023 21:30;0,255;;
25.02.2023 21:45;0,222;;
25.02.2023 22:00;0,299;;
25.02.2023 22:15;0,220;;
25.02.2023 22:30;0,188;;
25.02.2023 22:45;0,147;;
25.02.2023 23:00;0,107;;
25.02.2023 23:15;0,126;;
25.02.2023 23:30;0,120;;
25.02.2023 23:45;0,109;;
26.02.2023 00:00;0,096;;
26.02.2023 00:15;0,120;;
26.02.2023 00:30;0,077;;
26.02.2023 00:45;0,077;;
26.02.2023 01:00;0,085;;
26.02.2023 01:15;0,108;;
26.02.2023 01:30;0,066;;
26.02.2023 01:45;0,090;;
26.02.2023 02:00;0,096;;
26.02.2023 02:15;0,115;;
26.02.2023 02:30;0,078;;
26.02.2023 02:45;0,069;;
26.02.2023 03:00;0,092;;
26.02.2023 03:15;0,068;;
26.02.2023 03:30;0,090;;
26.02.2023 03:45;0,112;;
26.02.2023 04:00;0,403;;
26.02.2023 04:15;0,118;;
26.02.2023 04:30;0,558;;
26.02.2023 04:45;0,245;;
26.02.2023 05:00;0,268;;
26.02.2023 05:15;0,240;;
26.02.2023 05:30;0,266;;
26.02.2023 05:45;0,271;;
26.02.2023 06:00;0,284;;
26.02.2023 06:15;0,257;;
26.02.2023 06:30;0,247;;
26.02.2023 06:45;0,225;;
26.02.2023 07:00;0,105;;
26.02.2023 07:15;0,075;;
26.02.2023 07:30;0,100;;
26.02.2023 07:45;0,096;;
26.02.2023 08:00;0,284;;
26.02.2023 08:15;0,188;;
26.02.2023 08:30;0,066;;
26.02.2023 08:45;0,121;;
26.02.2023 09:00;0,049;;
26.02.2023 09:15;0,000;;
26.02.2023 09:30;0,026;;
26.02.2023 09:45;0,468;;
26.02.2023 10:00;0,195;;
26.02.2023 10:15;0,067;;
26.02.2023 10:30;0,009;;
26.02.2023 10:45;0,009;;
26.02.2023 11:00;0,020;;
26.02.2023 11:15;0,116;;
26.02.2023 11:30;0,187;;
26.02.2023 11:45;0,247;;
26.02.2023 12:00;0,250;;
26.02.2023 12:15;0,327;;
26.02.2023 12:30;0,121;;
26.02.2023 12:45;0,018;;
26.02.2023 13:00;0,027;;
26.02.2023 13:15;0,380;;
26.02.2023 13:30;0,830;;
26.02.2023 13:45;0,894;;
26.02.2023 14:00;0,519;;
26.02.2023 14:15;0,659;;
26.02.2023 14:30;0,754;;
26.02.2023 14:45;0,654;;
26.02.2023 15:00;0,399;;
26.02.2023 15:15;0,000;;
26.02.2023 15:30;0,036;;
26.02.2023 15:45;0,002;;
26.02.2023 16:00;0,000;;
26.02.2023 16:15;0,000;;
26.02.2023 16:30;0,090;;
26.02.2023 16:45;0,012;;
26.02.2023 17:00;0,009;;
26.02.2023 17:15;0,199;;
26.02.2023 17:30;0,242;;
26.02.2023 17:45;0,491;;
26.02.2023 18:00;0,184;;
26.02.2023 18:15;0,165;;
26.02.2023 18:30;0,161;;
26.02.2023 18:45;0,179;;
26.02.2023 19:00;0,262;;
26.02.2023 19:15;0,270;;
26.02.2023 19:30;0,288;;
26.02.2023 19:45;0,195;;
26.02.2023 20:00;0,308;;
26.02.2023 20:15;0,643;;
26.02.2023 20:30;0,225;;
26.02.2023 20:45;0,151;;
26.02.2023 21:00;0,096;;
26.02.2023 21:15;0,197;;
26.02.2023 21:30;0,258;;
26.02.2023 21:45;0,203;;
26.02.2023 22:00;0,090;;
26.02.2023 22:15;0,166;;
26.02.2023 22:30;0,205;;
26.02.2023 22:45;0,155;;
26.02.2023 23:00;0,075;;
26.02.2023 23:15;0,079;;
26.02.2023 23:30;0,100;;
26.02.2023 23:45;0,128;;
27.02.2023 00:00;0,092;;
27.02.2023 00:15;0,082;;
27.02.2023 00:30;0,066;;
27.02.2023 00:45;0,108;;
27.02.2023 01:00;0,089;;
27.02.2023 01:15;0,063;;
27.02.2023 01:30;0,064;;
27.02.2023 01:45;0,103;;
27.02.2023 02:00;0,098;;
27.02.2023 02:15;0,093;;
27.02.2023 02:30;0,052;;
27.02.2023 02:45;0,086;;
27.02.2023 03:00;0,087;;
27.02.2023 03:15;0,085;;
27.02.2023 03:30;0,067;;
27.02.2023 03:45;0,080;;
27.02.2023 04:00;0,096;;
27.02.2023 04:15;0,092;;
27.02.2023 04:30;0,080;;
27.02.2023 04:45;0,071;;
27.02.2023 05:00;0,076;;
27.02.2023 05:15;0,076;;
27.02.2023 05:30;0,066;;
27.02.2023 05:45;0,096;;
27.02.2023 06:00;0,090;;
27.02.2023 06:15;0,102;;
27.02.2023 06:30;0,102;;
27.02.2023 06:45;0,109;;
27.02.2023 07:00;0,085;;
27.02.2023 07:15;0,072;;
27.02.2023 07:30;0,029;;
27.02.2023 07:45;0,060;;
27.02.2023 08:00;0,036;;
27.02.2023 08:15;0,002;;
27.02.2023 08:30;0,078;;
27.02.2023 08:45;0,009;;
27.02.2023 09:00;0,022;;
27.02.2023 09:15;0,000;;
27.02.2023 09:30;0,000;;
27.02.2023 09:45;0,000;;
27.02.2023 10:00;0,013;;
27.02.2023 10:15;0,000;;
27.02.2023 10:30;0,000;;
27.02.2023 10:45;0,000;;
27.02.2023 11:00;0,002;;
27.02.2023 11:15;0,135;;
27.02.2023 11:30;0,427;;
27.02.2023 11:45;0,327;;
27.02.2023 12:00;0,206;;
27.02.2023 12:15;0,145;;
27.02.2023 12:30;0,058;;
27.02.2023 12:45;0,000;;
27.02.2023 13:00;0,000;;
27.02.2023 13:15;0,000;;
27.02.2023 13:30;0,000;;
27.02.2023 13:45;0,250;;
27.02.2023 14:00;0,000;;
27.02.2023 14:15;0,000;;
27.02.2023 14:30;0,000;;
27.02.2023 14:45;0,001;;
27.02.2023 15:00;0,018;;
27.02.2023 15:15;0,000;;
27.02.2023 15:30;0,156;;
27.02.2023 15:45;0,425;;
27.02.2023 16:00;0,117;;
27.02.2023 16:15;0,065;;
27.02.2023 16:30;0,076;;
27.02.2023 16:45;0,087;;
27.02.2023 17:00;0,210;;
27.02.2023 17:15;0,114;;
27.02.2023 17:30;0,116;;
27.02.2023 17:45;0,117;;
27.02.2023 18:00;0,109;;
27.02.2023 18:15;0,243;;
27.02.2023 18:30;0,251;;
27.02.2023 18:45;0,199;;
27.02.2023 19:00;0,348;;
27.02.2023 19:15;0,281;;
27.02.2023 19:30;0,130;;
27.02.2023 19:45;0,179;;
27.02.2023 20:00;0,127;;
27.02.2023 20:15;0,148;;
27.02.2023 20:30;0,122;;
27.02.2023 20:45;0,099;;
27.02.2023 21:00;0,101;;
27.02.2023 21:15;0,148;;
27.02.2023 21:30;0,138;;
27.02.2023 21:45;0,136;;
27.02.2023 22:00;0,099;;
27.02.2023 22:15;0,127;;
27.02.2023 22:30;0,110;;
27.02.2023 22:45;0,094;;
27.02.2023 23:00;0,116;;
27.02.2023 23:15;0,137;;
27.02.2023 23:30;0,134;;
27.02.2023 23:45;0,080;;
28.02.2023 00:00;0,088;;
28.02.2023 00:15;0,080;;
28.02.2023 00:30;0,102;;
28.02.2023 00:45;0,061;;
28.02.2023 01:00;0,096;;
28.02.2023 01:15;0,098;;
28.02.2023 01:30;0,391;;
28.02.2023 01:45;0,067;;
28.02.2023 02:00;0,075;;
28.02.2023 02:15;0,101;;
28.02.2023 02:30;0,095;;
28.02.2023 02:45;0,079;;
28.02.2023 03:00;0,091;;
28.02.2023 03:15;0,288;;
28.02.2023 03:30;0,468;;
28.02.2023 03:45;0,115;;
28.02.2023 04:00;0,050;;
28.02.2023 04:15;0,082;;
28.02.2023 04:30;0,091;;
28.02.2023 04:45;0,076;;
28.02.2023 05:00;0,071;;
28.02.2023 05:15;0,090;;
28.02.2023 05:30;0,113;;
28.02.2023 05:45;0,059;;
28.02.2023 06:00;0,060;;
28.02.2023 06:15;0,106;;
28.02.2023 06:30;0,253;;
28.02.2023 06:45;0,102;;
28.02.2023 07:00;0,098;;
28.02.2023 07:15;0,018;;
28.02.2023 07:30;0,000;;
