"Datum und Uhrzeit";"Lastgänge (306,499 kWh)";"Status"
"2023-06-23 12:15:00";0;"Wert ist gültig"
"2023-06-23 12:30:00";0;"Wert ist gültig"
"2023-06-23 12:45:00";0;"Wert ist gültig"
"2023-06-23 13:00:00";0.442;"Wert ist gültig"
"2023-06-23 13:15:00";0.294;"Wert ist gültig"
"2023-06-23 13:30:00";0;"Wert ist gültig"
"2023-06-23 13:45:00";0;"Wert ist gültig"
"2023-06-23 14:00:00";0;"Wert ist gültig"
"2023-06-23 14:15:00";0;"Wert ist gültig"
"2023-06-23 14:30:00";0;"Wert ist gültig"
"2023-06-23 14:45:00";0;"Wert ist gültig"
"2023-06-23 15:00:00";0;"Wert ist gültig"
"2023-06-23 15:15:00";0;"Wert ist gültig"
"2023-06-23 15:30:00";0;"Wert ist gültig"
"2023-06-23 15:45:00";0;"Wert ist gültig"
"2023-06-23 16:00:00";0;"Wert ist gültig"
"2023-06-23 16:15:00";0;"Wert ist gültig"
"2023-06-23 16:30:00";0;"Wert ist gültig"
"2023-06-23 16:45:00";0;"Wert ist gültig"
"2023-06-23 17:00:00";0;"Wert ist gültig"
"2023-06-23 17:15:00";0;"Wert ist gültig"
"2023-06-23 17:30:00";0;"Wert ist gültig"
"2023-06-23 17:45:00";0;"Wert ist gültig"
"2023-06-23 18:00:00";0.278;"Wert ist gültig"
"2023-06-23 18:15:00";0.46;"Wert ist gültig"
"2023-06-23 18:30:00";0.359;"Wert ist gültig"
"2023-06-23 18:45:00";0.022;"Wert ist gültig"
"2023-06-23 19:00:00";0;"Wert ist gültig"
"2023-06-23 19:15:00";0;"Wert ist gültig"
"2023-06-23 19:30:00";0;"Wert ist gültig"
"2023-06-23 19:45:00";0.001;"Wert ist gültig"
"2023-06-23 20:00:00";0.035;"Wert ist gültig"
"2023-06-23 20:15:00";0.042;"Wert ist gültig"
"2023-06-23 20:30:00";0.065;"Wert ist gültig"
"2023-06-23 20:45:00";0.051;"Wert ist gültig"
"2023-06-23 21:00:00";0.089;"Wert ist gültig"
"2023-06-23 21:15:00";0.112;"Wert ist gültig"
"2023-06-23 21:30:00";0.113;"Wert ist gültig"
"2023-06-23 21:45:00";0.07;"Wert ist gültig"
"2023-06-23 22:00:00";0.081;"Wert ist gültig"
"2023-06-23 22:15:00";0.074;"Wert ist gültig"
"2023-06-23 22:30:00";0.077;"Wert ist gültig"
"2023-06-23 22:45:00";0.073;"Wert ist gültig"
"2023-06-23 23:00:00";0.079;"Wert ist gültig"
"2023-06-23 23:15:00";0.093;"Wert ist gültig"
"2023-06-23 23:30:00";0.106;"Wert ist gültig"
"2023-06-23 23:45:00";0.072;"Wert ist gültig"
"2023-06-24 00:00:00";0.29;"Wert ist gültig"
"2023-06-24 00:15:00";0.783;"Wert ist gültig"
"2023-06-24 00:30:00";1.12;"Wert ist gültig"
"2023-06-24 00:45:00";0.056;"Wert ist gültig"
"2023-06-24 01:00:00";0.067;"Wert ist gültig"
"2023-06-24 01:15:00";0.081;"Wert ist gültig"
"2023-06-24 01:30:00";0.073;"Wert ist gültig"
"2023-06-24 01:45:00";0.046;"Wert ist gültig"
"2023-06-24 02:00:00";0.231;"Wert ist gültig"
"2023-06-24 02:15:00";0.228;"Wert ist gültig"
"2023-06-24 02:30:00";0.241;"Wert ist gültig"
"2023-06-24 02:45:00";0.25;"Wert ist gültig"
"2023-06-24 03:00:00";0.087;"Wert ist gültig"
"2023-06-24 03:15:00";0.096;"Wert ist gültig"
"2023-06-24 03:30:00";0.088;"Wert ist gültig"
"2023-06-24 03:45:00";0.069;"Wert ist gültig"
"2023-06-24 04:00:00";0.047;"Wert ist gültig"
"2023-06-24 04:15:00";0.051;"Wert ist gültig"
"2023-06-24 04:30:00";0.045;"Wert ist gültig"
"2023-06-24 04:45:00";0.057;"Wert ist gültig"
"2023-06-24 05:00:00";0.06;"Wert ist gültig"
"2023-06-24 05:15:00";0.072;"Wert ist gültig"
"2023-06-24 05:30:00";0.061;"Wert ist gültig"
"2023-06-24 05:45:00";0.084;"Wert ist gültig"
"2023-06-24 06:00:00";0.241;"Wert ist gültig"
"2023-06-24 06:15:00";0.2;"Wert ist gültig"
"2023-06-24 06:30:00";0.175;"Wert ist gültig"
"2023-06-24 06:45:00";0.201;"Wert ist gültig"
"2023-06-24 07:00:00";0.287;"Wert ist gültig"
"2023-06-24 07:15:00";0.158;"Wert ist gültig"
"2023-06-24 07:30:00";0.058;"Wert ist gültig"
"2023-06-24 07:45:00";0.069;"Wert ist gültig"
"2023-06-24 08:00:00";0.133;"Wert ist gültig"
"2023-06-24 08:15:00";0.144;"Wert ist gültig"
"2023-06-24 08:30:00";0.055;"Wert ist gültig"
"2023-06-24 08:45:00";0.059;"Wert ist gültig"
"2023-06-24 09:00:00";0.017;"Wert ist gültig"
"2023-06-24 09:15:00";0;"Wert ist gültig"
"2023-06-24 09:30:00";0.098;"Wert ist gültig"
"2023-06-24 09:45:00";0.007;"Wert ist gültig"
"2023-06-24 10:00:00";0.628;"Wert ist gültig"
"2023-06-24 10:15:00";0.004;"Wert ist gültig"
"2023-06-24 10:30:00";0;"Wert ist gültig"
"2023-06-24 10:45:00";0.024;"Wert ist gültig"
"2023-06-24 11:00:00";0.046;"Wert ist gültig"
"2023-06-24 11:15:00";0.067;"Wert ist gültig"
"2023-06-24 11:30:00";0;"Wert ist gültig"
"2023-06-24 11:45:00";0;"Wert ist gültig"
"2023-06-24 12:00:00";0;"Wert ist gültig"
"2023-06-24 12:15:00";0;"Wert ist gültig"
"2023-06-24 12:30:00";0;"Wert ist gültig"
"2023-06-24 12:45:00";0;"Wert ist gültig"
"2023-06-24 13:00:00";0.032;"Wert ist gültig"
"2023-06-24 13:15:00";0.576;"Wert ist gültig"
"2023-06-24 13:30:00";0.007;"Wert ist gültig"
"2023-06-24 13:45:00";0;"Wert ist gültig"
"2023-06-24 14:00:00";0;"Wert ist gültig"
"2023-06-24 14:15:00";0;"Wert ist gültig"
"2023-06-24 14:30:00";0;"Wert ist gültig"
"2023-06-24 14:45:00";0;"Wert ist gültig"
"2023-06-24 15:00:00";0;"Wert ist gültig"
"2023-06-24 15:15:00";0;"Wert ist gültig"
"2023-06-24 15:30:00";0;"Wert ist gültig"
"2023-06-24 15:45:00";0;"Wert ist gültig"
"2023-06-24 16:00:00";0;"Wert ist gültig"
"2023-06-24 16:15:00";0;"Wert ist gültig"
"2023-06-24 16:30:00";0;"Wert ist gültig"
"2023-06-24 16:45:00";0;"Wert ist gültig"
"2023-06-24 17:00:00";0;"Wert ist gültig"
"2023-06-24 17:15:00";0;"Wert ist gültig"
"2023-06-24 17:30:00";0;"Wert ist gültig"
"2023-06-24 17:45:00";0;"Wert ist gültig"
"2023-06-24 18:00:00";0;"Wert ist gültig"
"2023-06-24 18:15:00";0;"Wert ist gültig"
"2023-06-24 18:30:00";0;"Wert ist gültig"
"2023-06-24 18:45:00";0;"Wert ist gültig"
"2023-06-24 19:00:00";0;"Wert ist gültig"
"2023-06-24 19:15:00";0;"Wert ist gültig"
"2023-06-24 19:30:00";0;"Wert ist gültig"
"2023-06-24 19:45:00";0;"Wert ist gültig"
"2023-06-24 20:00:00";0;"Wert ist gültig"
"2023-06-24 20:15:00";0;"Wert ist gültig"
"2023-06-24 20:30:00";0.002;"Wert ist gültig"
"2023-06-24 20:45:00";0.1;"Wert ist gültig"
"2023-06-24 21:00:00";0.092;"Wert ist gültig"
"2023-06-24 21:15:00";0.097;"Wert ist gültig"
"2023-06-24 21:30:00";0.097;"Wert ist gültig"
"2023-06-24 21:45:00";0.305;"Wert ist gültig"
"2023-06-24 22:00:00";0.757;"Wert ist gültig"
"2023-06-24 22:15:00";1.437;"Wert ist gültig"
"2023-06-24 22:30:00";0.099;"Wert ist gültig"
"2023-06-24 22:45:00";0.068;"Wert ist gültig"
"2023-06-24 23:00:00";0.07;"Wert ist gültig"
"2023-06-24 23:15:00";0.073;"Wert ist gültig"
"2023-06-24 23:30:00";0.078;"Wert ist gültig"
"2023-06-24 23:45:00";0.069;"Wert ist gültig"
"2023-06-25 00:00:00";0.069;"Wert ist gültig"
"2023-06-25 00:15:00";0.605;"Wert ist gültig"
"2023-06-25 00:30:00";0.271;"Wert ist gültig"
"2023-06-25 00:45:00";0.082;"Wert ist gültig"
"2023-06-25 01:00:00";0.056;"Wert ist gültig"
"2023-06-25 01:15:00";0.047;"Wert ist gültig"
"2023-06-25 01:30:00";0.035;"Wert ist gültig"
"2023-06-25 01:45:00";0.045;"Wert ist gültig"
"2023-06-25 02:00:00";0.219;"Wert ist gültig"
"2023-06-25 02:15:00";0.23;"Wert ist gültig"
"2023-06-25 02:30:00";0.229;"Wert ist gültig"
"2023-06-25 02:45:00";0.22;"Wert ist gültig"
"2023-06-25 03:00:00";0.073;"Wert ist gültig"
"2023-06-25 03:15:00";0.067;"Wert ist gültig"
"2023-06-25 03:30:00";0.058;"Wert ist gültig"
"2023-06-25 03:45:00";0.06;"Wert ist gültig"
"2023-06-25 04:00:00";0.067;"Wert ist gültig"
"2023-06-25 04:15:00";0.087;"Wert ist gültig"
"2023-06-25 04:30:00";0.058;"Wert ist gültig"
"2023-06-25 04:45:00";0.043;"Wert ist gültig"
"2023-06-25 05:00:00";0.041;"Wert ist gültig"
"2023-06-25 05:15:00";0.01;"Wert ist gültig"
"2023-06-25 05:30:00";0;"Wert ist gültig"
"2023-06-25 05:45:00";0;"Wert ist gültig"
"2023-06-25 06:00:00";0.157;"Wert ist gültig"
"2023-06-25 06:15:00";0.25;"Wert ist gültig"
"2023-06-25 06:30:00";0.852;"Wert ist gültig"
"2023-06-25 06:45:00";0;"Wert ist gültig"
"2023-06-25 07:00:00";0;"Wert ist gültig"
"2023-06-25 07:15:00";0;"Wert ist gültig"
"2023-06-25 07:30:00";0;"Wert ist gültig"
"2023-06-25 07:45:00";0;"Wert ist gültig"
"2023-06-25 08:00:00";0;"Wert ist gültig"
"2023-06-25 08:15:00";0;"Wert ist gültig"
"2023-06-25 08:30:00";0;"Wert ist gültig"
"2023-06-25 08:45:00";0;"Wert ist gültig"
"2023-06-25 09:00:00";0.001;"Wert ist gültig"
"2023-06-25 09:15:00";0;"Wert ist gültig"
"2023-06-25 09:30:00";0;"Wert ist gültig"
"2023-06-25 09:45:00";0;"Wert ist gültig"
"2023-06-25 10:00:00";0;"Wert ist gültig"
"2023-06-25 10:15:00";0;"Wert ist gültig"
"2023-06-25 10:30:00";0;"Wert ist gültig"
"2023-06-25 10:45:00";0;"Wert ist gültig"
"2023-06-25 11:00:00";0;"Wert ist gültig"
"2023-06-25 11:15:00";0;"Wert ist gültig"
"2023-06-25 11:30:00";0;"Wert ist gültig"
"2023-06-25 11:45:00";0;"Wert ist gültig"
"2023-06-25 12:00:00";0;"Wert ist gültig"
"2023-06-25 12:15:00";0;"Wert ist gültig"
"2023-06-25 12:30:00";0;"Wert ist gültig"
"2023-06-25 12:45:00";0;"Wert ist gültig"
"2023-06-25 13:00:00";0;"Wert ist gültig"
"2023-06-25 13:15:00";0;"Wert ist gültig"
"2023-06-25 13:30:00";0;"Wert ist gültig"
"2023-06-25 13:45:00";0;"Wert ist gültig"
"2023-06-25 14:00:00";0;"Wert ist gültig"
"2023-06-25 14:15:00";0;"Wert ist gültig"
"2023-06-25 14:30:00";0;"Wert ist gültig"
"2023-06-25 14:45:00";0;"Wert ist gültig"
"2023-06-25 15:00:00";0;"Wert ist gültig"
"2023-06-25 15:15:00";0;"Wert ist gültig"
"2023-06-25 15:30:00";0;"Wert ist gültig"
"2023-06-25 15:45:00";0;"Wert ist gültig"
"2023-06-25 16:00:00";0;"Wert ist gültig"
"2023-06-25 16:15:00";0;"Wert ist gültig"
"2023-06-25 16:30:00";0;"Wert ist gültig"
"2023-06-25 16:45:00";0;"Wert ist gültig"
"2023-06-25 17:00:00";0;"Wert ist gültig"
"2023-06-25 17:15:00";0;"Wert ist gültig"
"2023-06-25 17:30:00";0;"Wert ist gültig"
"2023-06-25 17:45:00";0;"Wert ist gültig"
"2023-06-25 18:00:00";0;"Wert ist gültig"
"2023-06-25 18:15:00";0;"Wert ist gültig"
"2023-06-25 18:30:00";0;"Wert ist gültig"
"2023-06-25 18:45:00";0;"Wert ist gültig"
"2023-06-25 19:00:00";0.158;"Wert ist gültig"
"2023-06-25 19:15:00";2.204;"Wert ist gültig"
"2023-06-25 19:30:00";2.077;"Wert ist gültig"
"2023-06-25 19:45:00";0;"Wert ist gültig"
"2023-06-25 20:00:00";0.002;"Wert ist gültig"
"2023-06-25 20:15:00";0.011;"Wert ist gültig"
"2023-06-25 20:30:00";0;"Wert ist gültig"
"2023-06-25 20:45:00";0.013;"Wert ist gültig"
"2023-06-25 21:00:00";0.22;"Wert ist gültig"
"2023-06-25 21:15:00";0.165;"Wert ist gültig"
"2023-06-25 21:30:00";0.093;"Wert ist gültig"
"2023-06-25 21:45:00";0.102;"Wert ist gültig"
"2023-06-25 22:00:00";0.103;"Wert ist gültig"
"2023-06-25 22:15:00";0.09;"Wert ist gültig"
"2023-06-25 22:30:00";0.094;"Wert ist gültig"
"2023-06-25 22:45:00";0.123;"Wert ist gültig"
"2023-06-25 23:00:00";0.119;"Wert ist gültig"
"2023-06-25 23:15:00";0.095;"Wert ist gültig"
"2023-06-25 23:30:00";0.067;"Wert ist gültig"
"2023-06-25 23:45:00";0.064;"Wert ist gültig"
"2023-06-26 00:00:00";0.073;"Wert ist gültig"
"2023-06-26 00:15:00";0.069;"Wert ist gültig"
"2023-06-26 00:30:00";0.048;"Wert ist gültig"
"2023-06-26 00:45:00";0.037;"Wert ist gültig"
"2023-06-26 01:00:00";0.038;"Wert ist gültig"
"2023-06-26 01:15:00";0.048;"Wert ist gültig"
"2023-06-26 01:30:00";0.046;"Wert ist gültig"
"2023-06-26 01:45:00";0.048;"Wert ist gültig"
"2023-06-26 02:00:00";0.233;"Wert ist gültig"
"2023-06-26 02:15:00";0.252;"Wert ist gültig"
"2023-06-26 02:30:00";0.244;"Wert ist gültig"
"2023-06-26 02:45:00";0.232;"Wert ist gültig"
"2023-06-26 03:00:00";0.063;"Wert ist gültig"
"2023-06-26 03:15:00";0.071;"Wert ist gültig"
"2023-06-26 03:30:00";0.068;"Wert ist gültig"
"2023-06-26 03:45:00";0.045;"Wert ist gültig"
"2023-06-26 04:00:00";0.052;"Wert ist gültig"
"2023-06-26 04:15:00";0.063;"Wert ist gültig"
"2023-06-26 04:30:00";0.044;"Wert ist gültig"
"2023-06-26 04:45:00";0.034;"Wert ist gültig"
"2023-06-26 05:00:00";0.037;"Wert ist gültig"
"2023-06-26 05:15:00";0.012;"Wert ist gültig"
"2023-06-26 05:30:00";0;"Wert ist gültig"
"2023-06-26 05:45:00";0;"Wert ist gültig"
"2023-06-26 06:00:00";0;"Wert ist gültig"
"2023-06-26 06:15:00";0;"Wert ist gültig"
"2023-06-26 06:30:00";0;"Wert ist gültig"
"2023-06-26 06:45:00";0;"Wert ist gültig"
"2023-06-26 07:00:00";0.004;"Wert ist gültig"
"2023-06-26 07:15:00";0;"Wert ist gültig"
"2023-06-26 07:30:00";0;"Wert ist gültig"
"2023-06-26 07:45:00";0;"Wert ist gültig"
"2023-06-26 08:00:00";0;"Wert ist gültig"
"2023-06-26 08:15:00";0;"Wert ist gültig"
"2023-06-26 08:30:00";0.022;"Wert ist gültig"
"2023-06-26 08:45:00";0;"Wert ist gültig"
"2023-06-26 09:00:00";0;"Wert ist gültig"
"2023-06-26 09:15:00";0;"Wert ist gültig"
"2023-06-26 09:30:00";0;"Wert ist gültig"
"2023-06-26 09:45:00";0;"Wert ist gültig"
"2023-06-26 10:00:00";0;"Wert ist gültig"
"2023-06-26 10:15:00";0;"Wert ist gültig"
"2023-06-26 10:30:00";0;"Wert ist gültig"
"2023-06-26 10:45:00";0;"Wert ist gültig"
"2023-06-26 11:00:00";0;"Wert ist gültig"
"2023-06-26 11:15:00";0;"Wert ist gültig"
"2023-06-26 11:30:00";0.064;"Wert ist gültig"
"2023-06-26 11:45:00";0.039;"Wert ist gültig"
"2023-06-26 12:00:00";0.006;"Wert ist gültig"
"2023-06-26 12:15:00";0.008;"Wert ist gültig"
"2023-06-26 12:30:00";0.016;"Wert ist gültig"
"2023-06-26 12:45:00";0.106;"Wert ist gültig"
"2023-06-26 13:00:00";0.214;"Wert ist gültig"
"2023-06-26 13:15:00";0.023;"Wert ist gültig"
"2023-06-26 13:30:00";0.006;"Wert ist gültig"
"2023-06-26 13:45:00";0.135;"Wert ist gültig"
"2023-06-26 14:00:00";0.324;"Wert ist gültig"
"2023-06-26 14:15:00";0.083;"Wert ist gültig"
"2023-06-26 14:30:00";0;"Wert ist gültig"
"2023-06-26 14:45:00";0.003;"Wert ist gültig"
"2023-06-26 15:00:00";0.458;"Wert ist gültig"
"2023-06-26 15:15:00";1.235;"Wert ist gültig"
"2023-06-26 15:30:00";0.121;"Wert ist gültig"
"2023-06-26 15:45:00";0.221;"Wert ist gültig"
"2023-06-26 16:00:00";0.074;"Wert ist gültig"
"2023-06-26 16:15:00";0.074;"Wert ist gültig"
"2023-06-26 16:30:00";0.179;"Wert ist gültig"
"2023-06-26 16:45:00";0.134;"Wert ist gültig"
"2023-06-26 17:00:00";0.094;"Wert ist gültig"
"2023-06-26 17:15:00";0.169;"Wert ist gültig"
"2023-06-26 17:30:00";0;"Wert ist gültig"
"2023-06-26 17:45:00";0.201;"Wert ist gültig"
"2023-06-26 18:00:00";0.017;"Wert ist gültig"
"2023-06-26 18:15:00";0.129;"Wert ist gültig"
"2023-06-26 18:30:00";0.125;"Wert ist gültig"
"2023-06-26 18:45:00";0.958;"Wert ist gültig"
"2023-06-26 19:00:00";0.105;"Wert ist gültig"
"2023-06-26 19:15:00";0;"Wert ist gültig"
"2023-06-26 19:30:00";0;"Wert ist gültig"
"2023-06-26 19:45:00";0.022;"Wert ist gültig"
"2023-06-26 20:00:00";0;"Wert ist gültig"
"2023-06-26 20:15:00";0.009;"Wert ist gültig"
"2023-06-26 20:30:00";0.045;"Wert ist gültig"
"2023-06-26 20:45:00";0.078;"Wert ist gültig"
"2023-06-26 21:00:00";0.102;"Wert ist gültig"
"2023-06-26 21:15:00";0.088;"Wert ist gültig"
"2023-06-26 21:30:00";0.077;"Wert ist gültig"
"2023-06-26 21:45:00";0.112;"Wert ist gültig"
"2023-06-26 22:00:00";0.084;"Wert ist gültig"
"2023-06-26 22:15:00";0.087;"Wert ist gültig"
"2023-06-26 22:30:00";0.069;"Wert ist gültig"
"2023-06-26 22:45:00";0.059;"Wert ist gültig"
"2023-06-26 23:00:00";0.068;"Wert ist gültig"
"2023-06-26 23:15:00";0.052;"Wert ist gültig"
"2023-06-26 23:30:00";0.038;"Wert ist gültig"
"2023-06-26 23:45:00";0.536;"Wert ist gültig"
"2023-06-27 00:00:00";1.348;"Wert ist gültig"
"2023-06-27 00:15:00";0.065;"Wert ist gültig"
"2023-06-27 00:30:00";0.042;"Wert ist gültig"
"2023-06-27 00:45:00";0.033;"Wert ist gültig"
"2023-06-27 01:00:00";0.046;"Wert ist gültig"
"2023-06-27 01:15:00";0.069;"Wert ist gültig"
"2023-06-27 01:30:00";0.06;"Wert ist gültig"
"2023-06-27 01:45:00";0.078;"Wert ist gültig"
"2023-06-27 02:00:00";0.252;"Wert ist gültig"
"2023-06-27 02:15:00";0.245;"Wert ist gültig"
"2023-06-27 02:30:00";0.232;"Wert ist gültig"
"2023-06-27 02:45:00";0.225;"Wert ist gültig"
"2023-06-27 03:00:00";0.056;"Wert ist gültig"
"2023-06-27 03:15:00";0.039;"Wert ist gültig"
"2023-06-27 03:30:00";0.033;"Wert ist gültig"
"2023-06-27 03:45:00";0.06;"Wert ist gültig"
"2023-06-27 04:00:00";0.056;"Wert ist gültig"
"2023-06-27 04:15:00";0.043;"Wert ist gültig"
"2023-06-27 04:30:00";0.049;"Wert ist gültig"
"2023-06-27 04:45:00";0.073;"Wert ist gültig"
"2023-06-27 05:00:00";0.074;"Wert ist gültig"
"2023-06-27 05:15:00";0.062;"Wert ist gültig"
"2023-06-27 05:30:00";0.056;"Wert ist gültig"
"2023-06-27 05:45:00";0.083;"Wert ist gültig"
"2023-06-27 06:00:00";0.249;"Wert ist gültig"
"2023-06-27 06:15:00";0.214;"Wert ist gültig"
"2023-06-27 06:30:00";0.188;"Wert ist gültig"
"2023-06-27 06:45:00";0.228;"Wert ist gültig"
"2023-06-27 07:00:00";0.32;"Wert ist gültig"
"2023-06-27 07:15:00";0.681;"Wert ist gültig"
"2023-06-27 07:30:00";1.03;"Wert ist gültig"
"2023-06-27 07:45:00";1.636;"Wert ist gültig"
"2023-06-27 08:00:00";0.338;"Wert ist gültig"
"2023-06-27 08:15:00";0.326;"Wert ist gültig"
"2023-06-27 08:30:00";0.193;"Wert ist gültig"
"2023-06-27 08:45:00";0.116;"Wert ist gültig"
"2023-06-27 09:00:00";0.038;"Wert ist gültig"
"2023-06-27 09:15:00";0.043;"Wert ist gültig"
"2023-06-27 09:30:00";0.684;"Wert ist gültig"
"2023-06-27 09:45:00";0.919;"Wert ist gültig"
"2023-06-27 10:00:00";0.522;"Wert ist gültig"
"2023-06-27 10:15:00";0.119;"Wert ist gültig"
"2023-06-27 10:30:00";0;"Wert ist gültig"
"2023-06-27 10:45:00";0;"Wert ist gültig"
"2023-06-27 11:00:00";0;"Wert ist gültig"
"2023-06-27 11:15:00";0;"Wert ist gültig"
"2023-06-27 11:30:00";0.002;"Wert ist gültig"
"2023-06-27 11:45:00";0;"Wert ist gültig"
"2023-06-27 12:00:00";0;"Wert ist gültig"
"2023-06-27 12:15:00";0;"Wert ist gültig"
"2023-06-27 12:30:00";0;"Wert ist gültig"
"2023-06-27 12:45:00";0;"Wert ist gültig"
"2023-06-27 13:00:00";0;"Wert ist gültig"
"2023-06-27 13:15:00";0;"Wert ist gültig"
"2023-06-27 13:30:00";0;"Wert ist gültig"
"2023-06-27 13:45:00";0;"Wert ist gültig"
"2023-06-27 14:00:00";0;"Wert ist gültig"
"2023-06-27 14:15:00";0;"Wert ist gültig"
"2023-06-27 14:30:00";0;"Wert ist gültig"
"2023-06-27 14:45:00";0;"Wert ist gültig"
"2023-06-27 15:00:00";0;"Wert ist gültig"
"2023-06-27 15:15:00";0;"Wert ist gültig"
"2023-06-27 15:30:00";0;"Wert ist gültig"
"2023-06-27 15:45:00";0;"Wert ist gültig"
"2023-06-27 16:00:00";0;"Wert ist gültig"
"2023-06-27 16:15:00";0;"Wert ist gültig"
"2023-06-27 16:30:00";0;"Wert ist gültig"
"2023-06-27 16:45:00";0;"Wert ist gültig"
"2023-06-27 17:00:00";0;"Wert ist gültig"
"2023-06-27 17:15:00";0;"Wert ist gültig"
"2023-06-27 17:30:00";0.09;"Wert ist gültig"
"2023-06-27 17:45:00";0.895;"Wert ist gültig"
"2023-06-27 18:00:00";0;"Wert ist gültig"
"2023-06-27 18:15:00";0.436;"Wert ist gültig"
"2023-06-27 18:30:00";0.233;"Wert ist gültig"
"2023-06-27 18:45:00";0.225;"Wert ist gültig"
"2023-06-27 19:00:00";0.358;"Wert ist gültig"
"2023-06-27 19:15:00";0.607;"Wert ist gültig"
"2023-06-27 19:30:00";0;"Wert ist gültig"
"2023-06-27 19:45:00";0;"Wert ist gültig"
"2023-06-27 20:00:00";0;"Wert ist gültig"
"2023-06-27 20:15:00";0.013;"Wert ist gültig"
"2023-06-27 20:30:00";0.076;"Wert ist gültig"
"2023-06-27 20:45:00";0.096;"Wert ist gültig"
"2023-06-27 21:00:00";0.103;"Wert ist gültig"
"2023-06-27 21:15:00";0.045;"Wert ist gültig"
"2023-06-27 21:30:00";0.101;"Wert ist gültig"
"2023-06-27 21:45:00";0.799;"Wert ist gültig"
"2023-06-27 22:00:00";0.992;"Wert ist gültig"
"2023-06-27 22:15:00";0.067;"Wert ist gültig"
"2023-06-27 22:30:00";0.063;"Wert ist gültig"
"2023-06-27 22:45:00";0.042;"Wert ist gültig"
"2023-06-27 23:00:00";0.053;"Wert ist gültig"
"2023-06-27 23:15:00";0.07;"Wert ist gültig"
"2023-06-27 23:30:00";0.097;"Wert ist gültig"
"2023-06-27 23:45:00";0.082;"Wert ist gültig"
"2023-06-28 00:00:00";0.065;"Wert ist gültig"
"2023-06-28 00:15:00";0.059;"Wert ist gültig"
"2023-06-28 00:30:00";0.066;"Wert ist gültig"
"2023-06-28 00:45:00";0.041;"Wert ist gültig"
"2023-06-28 01:00:00";0.033;"Wert ist gültig"
"2023-06-28 01:15:00";0.052;"Wert ist gültig"
"2023-06-28 01:30:00";0.395;"Wert ist gültig"
"2023-06-28 01:45:00";0.312;"Wert ist gültig"
"2023-06-28 02:00:00";0.224;"Wert ist gültig"
"2023-06-28 02:15:00";0.226;"Wert ist gültig"
"2023-06-28 02:30:00";0.249;"Wert ist gültig"
"2023-06-28 02:45:00";0.243;"Wert ist gültig"
"2023-06-28 03:00:00";0.07;"Wert ist gültig"
"2023-06-28 03:15:00";0.084;"Wert ist gültig"
"2023-06-28 03:30:00";0.092;"Wert ist gültig"
"2023-06-28 03:45:00";0.075;"Wert ist gültig"
"2023-06-28 04:00:00";0.059;"Wert ist gültig"
"2023-06-28 04:15:00";0.061;"Wert ist gültig"
"2023-06-28 04:30:00";0.058;"Wert ist gültig"
"2023-06-28 04:45:00";0.033;"Wert ist gültig"
"2023-06-28 05:00:00";0.037;"Wert ist gültig"
"2023-06-28 05:15:00";0.041;"Wert ist gültig"
"2023-06-28 05:30:00";0.06;"Wert ist gültig"
"2023-06-28 05:45:00";0.027;"Wert ist gültig"
"2023-06-28 06:00:00";0.623;"Wert ist gültig"
"2023-06-28 06:15:00";0.88;"Wert ist gültig"
"2023-06-28 06:30:00";0.917;"Wert ist gültig"
"2023-06-28 06:45:00";0.116;"Wert ist gültig"
"2023-06-28 07:00:00";0.148;"Wert ist gültig"
"2023-06-28 07:15:00";0.06;"Wert ist gültig"
"2023-06-28 07:30:00";0.567;"Wert ist gültig"
"2023-06-28 07:45:00";0.267;"Wert ist gültig"
"2023-06-28 08:00:00";0.433;"Wert ist gültig"
"2023-06-28 08:15:00";0.604;"Wert ist gültig"
"2023-06-28 08:30:00";0.297;"Wert ist gültig"
"2023-06-28 08:45:00";0.091;"Wert ist gültig"
"2023-06-28 09:00:00";0.114;"Wert ist gültig"
"2023-06-28 09:15:00";0.063;"Wert ist gültig"
"2023-06-28 09:30:00";0;"Wert ist gültig"
"2023-06-28 09:45:00";0.025;"Wert ist gültig"
"2023-06-28 10:00:00";0.247;"Wert ist gültig"
"2023-06-28 10:15:00";0;"Wert ist gültig"
"2023-06-28 10:30:00";0.116;"Wert ist gültig"
"2023-06-28 10:45:00";0.036;"Wert ist gültig"
"2023-06-28 11:00:00";0;"Wert ist gültig"
"2023-06-28 11:15:00";0.105;"Wert ist gültig"
"2023-06-28 11:30:00";0.163;"Wert ist gültig"
"2023-06-28 11:45:00";0;"Wert ist gültig"
"2023-06-28 12:00:00";0;"Wert ist gültig"
"2023-06-28 12:15:00";0;"Wert ist gültig"
"2023-06-28 12:30:00";0;"Wert ist gültig"
"2023-06-28 12:45:00";0;"Wert ist gültig"
"2023-06-28 13:00:00";0;"Wert ist gültig"
"2023-06-28 13:15:00";0;"Wert ist gültig"
"2023-06-28 13:30:00";0.002;"Wert ist gültig"
"2023-06-28 13:45:00";0.113;"Wert ist gültig"
"2023-06-28 14:00:00";1.09;"Wert ist gültig"
"2023-06-28 14:15:00";0.332;"Wert ist gültig"
"2023-06-28 14:30:00";0;"Wert ist gültig"
"2023-06-28 14:45:00";0;"Wert ist gültig"
"2023-06-28 15:00:00";0;"Wert ist gültig"
"2023-06-28 15:15:00";0;"Wert ist gültig"
"2023-06-28 15:30:00";0;"Wert ist gültig"
